"IDDIRECCION","DETALLEDIRECCION","IDDISTRITO"
1490,"Oroci de Cartago",10306
1491,"Heredia Centro",10307
1492,"Ciudad quesada,San Carlos",10308
1493,"El centro de SanRafael de Heredia",10309
1494,"Casa #3 Hatillo 8",10310
1495,"Oroci de Cartago",10311
1496,"Heredia Centro",10312
1497,"Ciudad quesada,San Carlos",10313
1498,"El centro de SanRafael de Heredia",10401
1499,"Casa #3 Hatillo 8",10402
1500,"Oroci de Cartago",10403
1501,"Heredia Centro",10404
1502,"Ciudad quesada,San Carlos",10405
1503,"El centro de SanRafael de Heredia",10406
1504,"Casa #3 Hatillo 8",10407
1505,"Oroci de Cartago",10408
1506,"Heredia Centro",10409
1507,"Ciudad quesada,San Carlos",10501
1508,"El centro de SanRafael de Heredia",10502
1509,"Casa #3 Hatillo 8",10503
1510,"Oroci de Cartago",10601
1511,"Heredia Centro",10602
1512,"Ciudad quesada,San Carlos",10603
1513,"El centro de SanRafael de Heredia",10604
1514,"Casa #3 Hatillo 8",10605
1515,"Oroci de Cartago",10606
1516,"Heredia Centro",10607
1517,"Ciudad quesada,San Carlos",10701
1518,"El centro de SanRafael de Heredia",10702
1519,"Casa #3 Hatillo 8",10703
1520,"Oroci de Cartago",10704
1521,"Heredia Centro",10705
1522,"Ciudad quesada,San Carlos",10706
1523,"El centro de SanRafael de Heredia",10707
1524,"Casa #3 Hatillo 8",10801
1525,"Oroci de Cartago",10802
1526,"Heredia Centro",10803
1527,"Ciudad quesada,San Carlos",10804
1528,"El centro de SanRafael de Heredia",10805
1529,"Casa #3 Hatillo 8",10806
1530,"Oroci de Cartago",10807
1531,"Heredia Centro",10901
1532,"Ciudad quesada,San Carlos",10902
1533,"El centro de SanRafael de Heredia",10903
1534,"Casa #3 Hatillo 8",10904
1535,"Oroci de Cartago",10905
1536,"Heredia Centro",10906
1537,"Ciudad quesada,San Carlos",11001
1538,"El centro de SanRafael de Heredia",11002
1539,"Casa #3 Hatillo 8",11003
1540,"Oroci de Cartago",11004
1541,"Heredia Centro",11005
1542,"Ciudad quesada,San Carlos",11101
1543,"El centro de SanRafael de Heredia",11102
1544,"Casa #3 Hatillo 8",11103
1545,"Oroci de Cartago",11104
1546,"Heredia Centro",11105
1547,"Ciudad quesada,San Carlos",11201
1548,"El centro de SanRafael de Heredia",11202
1549,"Casa #3 Hatillo 8",11203
1550,"Oroci de Cartago",11204
1551,"Heredia Centro",11205
1552,"Ciudad quesada,San Carlos",11301
1553,"El centro de SanRafael de Heredia",11302
1554,"Casa #3 Hatillo 8",11303
1555,"Oroci de Cartago",11304
1556,"Heredia Centro",11305
1557,"Ciudad quesada,San Carlos",11401
1558,"El centro de SanRafael de Heredia",11402
1559,"Casa #3 Hatillo 8",11403
1560,"Oroci de Cartago",11501
1561,"Heredia Centro",11502
1562,"Ciudad quesada,San Carlos",11503
1563,"El centro de SanRafael de Heredia",11504
1564,"Casa #3 Hatillo 8",11601
1565,"Oroci de Cartago",11602
1566,"Heredia Centro",11603
1567,"Ciudad quesada,San Carlos",11604
1568,"El centro de SanRafael de Heredia",11605
1569,"Casa #3 Hatillo 8",11701
1570,"Oroci de Cartago",11702
1571,"Heredia Centro",11703
1572,"Ciudad quesada,San Carlos",11801
1573,"El centro de SanRafael de Heredia",11802
1574,"Casa #3 Hatillo 8",11803
1575,"Oroci de Cartago",11804
1576,"Heredia Centro",11901
1577,"Ciudad quesada,San Carlos",11902
1578,"El centro de SanRafael de Heredia",11903
1579,"Casa #3 Hatillo 8",11904
1580,"Oroci de Cartago",11905
1581,"Heredia Centro",11906
1582,"Ciudad quesada,San Carlos",11907
1583,"El centro de SanRafael de Heredia",11908
1584,"Casa #3 Hatillo 8",11909
1585,"Oroci de Cartago",11910
1586,"Heredia Centro",11911
1587,"Ciudad quesada,San Carlos",11912
1588,"El centro de SanRafael de Heredia",12001
1589,"Casa #3 Hatillo 8",12002
1590,"Oroci de Cartago",12003
1591,"Heredia Centro",12004
1592,"Ciudad quesada,San Carlos",12005
1593,"El centro de SanRafael de Heredia",12006
1594,"Casa #3 Hatillo 8",20101
1595,"Oroci de Cartago",20102
1596,"Heredia Centro",20103
1597,"Ciudad quesada,San Carlos",20104
1598,"El centro de SanRafael de Heredia",20105
1599,"Casa #3 Hatillo 8",20106
1600,"Oroci de Cartago",20107
1601,"Heredia Centro",20108
1602,"Ciudad quesada,San Carlos",20109
1603,"El centro de SanRafael de Heredia",20110
1604,"Casa #3 Hatillo 8",20111
1605,"Oroci de Cartago",20112
1606,"Heredia Centro",20113
1607,"Ciudad quesada,San Carlos",20114
1608,"El centro de SanRafael de Heredia",20201
1609,"Casa #3 Hatillo 8",20202
1610,"Oroci de Cartago",20203
1611,"Heredia Centro",20204
1612,"Ciudad quesada,San Carlos",20205
1613,"El centro de SanRafael de Heredia",20206
1614,"Casa #3 Hatillo 8",20207
1615,"Oroci de Cartago",20208
1616,"Heredia Centro",20209
1617,"Ciudad quesada,San Carlos",20210
1618,"El centro de SanRafael de Heredia",20211
1619,"Casa #3 Hatillo 8",20212
1620,"Oroci de Cartago",20213
1621,"Heredia Centro",20214
1622,"Ciudad quesada,San Carlos",20301
1623,"El centro de SanRafael de Heredia",20302
1624,"Casa #3 Hatillo 8",20303
1625,"Oroci de Cartago",20304
1626,"Heredia Centro",20305
1627,"Ciudad quesada,San Carlos",20307
1628,"El centro de SanRafael de Heredia",20308
1629,"Casa #3 Hatillo 8",20401
1630,"Oroci de Cartago",20402
1631,"Heredia Centro",20403
1632,"Ciudad quesada,San Carlos",20404
1633,"El centro de SanRafael de Heredia",20501
1634,"Casa #3 Hatillo 8",20502
1635,"Oroci de Cartago",20503
1636,"Heredia Centro",20504
1637,"Ciudad quesada,San Carlos",20505
1638,"El centro de SanRafael de Heredia",20506
1639,"Casa #3 Hatillo 8",20507
1640,"Oroci de Cartago",20508
1641,"Heredia Centro",20601
1642,"Ciudad quesada,San Carlos",20602
1643,"El centro de SanRafael de Heredia",20603
1644,"Casa #3 Hatillo 8",20604
1645,"Oroci de Cartago",20605
1646,"Heredia Centro",20606
1647,"Ciudad quesada,San Carlos",20607
1648,"El centro de SanRafael de Heredia",20608
1649,"Casa #3 Hatillo 8",20701
1650,"Oroci de Cartago",20702
1651,"Heredia Centro",20703
1652,"Ciudad quesada,San Carlos",20704
1653,"El centro de SanRafael de Heredia",20705
1654,"Casa #3 Hatillo 8",20706
1655,"Oroci de Cartago",20707
1656,"Heredia Centro",20801
1657,"Ciudad quesada,San Carlos",20802
1658,"El centro de SanRafael de Heredia",20803
1659,"Casa #3 Hatillo 8",20804
1660,"Oroci de Cartago",20805
1661,"Heredia Centro",20901
1662,"Ciudad quesada,San Carlos",20902
1663,"El centro de SanRafael de Heredia",20903
1664,"Casa #3 Hatillo 8",20904
1665,"Oroci de Cartago",20905
1666,"Heredia Centro",21001
1667,"Ciudad quesada,San Carlos",21002
1668,"El centro de SanRafael de Heredia",21003
1669,"Casa #3 Hatillo 8",21004
1670,"Oroci de Cartago",21005
1671,"Heredia Centro",21006
1672,"Ciudad quesada,San Carlos",21007
1673,"El centro de SanRafael de Heredia",21008
1674,"Casa #3 Hatillo 8",21009
1675,"Oroci de Cartago",21010
1676,"Heredia Centro",21011
1677,"Ciudad quesada,San Carlos",21012
1678,"El centro de SanRafael de Heredia",21013
1679,"Casa #3 Hatillo 8",21101
1680,"Oroci de Cartago",21102
1681,"Heredia Centro",21103
1682,"Ciudad quesada,San Carlos",21104
1683,"El centro de SanRafael de Heredia",21105
1684,"Casa #3 Hatillo 8",21106
1685,"Oroci de Cartago",21107
1686,"Heredia Centro",21201
1687,"Ciudad quesada,San Carlos",21202
1688,"El centro de SanRafael de Heredia",21203
1689,"Casa #3 Hatillo 8",21204
1690,"Oroci de Cartago",21205
1691,"Heredia Centro",21301
1692,"Ciudad quesada,San Carlos",21302
1693,"El centro de SanRafael de Heredia",21303
1694,"Casa #3 Hatillo 8",21304
1695,"Oroci de Cartago",21305
1696,"Heredia Centro",21306
1697,"Ciudad quesada,San Carlos",21307
1698,"El centro de SanRafael de Heredia",21308
1699,"Casa #3 Hatillo 8",21401
1700,"Oroci de Cartago",21402
1701,"Heredia Centro",21403
1702,"Ciudad quesada,San Carlos",21404
1703,"El centro de SanRafael de Heredia",21501
1704,"Casa #3 Hatillo 8",21502
1705,"Oroci de Cartago",21503
1706,"Heredia Centro",21504
1707,"Ciudad quesada,San Carlos",21601
1708,"El centro de SanRafael de Heredia",21602
1709,"Casa #3 Hatillo 8",21603
1710,"Oroci de Cartago",30101
1711,"Heredia Centro",30102
1712,"Ciudad quesada,San Carlos",30103
1713,"El centro de SanRafael de Heredia",30104
1714,"Casa #3 Hatillo 8",30105
1715,"Oroci de Cartago",30106
1716,"Heredia Centro",30107
1717,"Ciudad quesada,San Carlos",30108
1718,"El centro de SanRafael de Heredia",30109
1719,"Casa #3 Hatillo 8",30110
1720,"Oroci de Cartago",30111
1721,"Heredia Centro",30201
1722,"Ciudad quesada,San Carlos",30202
1723,"El centro de SanRafael de Heredia",30203
1724,"Casa #3 Hatillo 8",30204
1725,"Oroci de Cartago",30205
1726,"Heredia Centro",30206
1727,"Ciudad quesada,San Carlos",30301
1728,"El centro de SanRafael de Heredia",30302
1729,"Casa #3 Hatillo 8",30303
1730,"Oroci de Cartago",30304
1731,"Heredia Centro",30305
1732,"Ciudad quesada,San Carlos",30306
1733,"El centro de SanRafael de Heredia",30307
1734,"Casa #3 Hatillo 8",30308
1735,"Oroci de Cartago",30401
1736,"Heredia Centro",30402
1737,"Ciudad quesada,San Carlos",30403
1738,"El centro de SanRafael de Heredia",30501
1739,"Casa #3 Hatillo 8",30502
1740,"Oroci de Cartago",30503
1741,"Heredia Centro",30504
1742,"Ciudad quesada,San Carlos",30505
1743,"El centro de SanRafael de Heredia",30506
1744,"Casa #3 Hatillo 8",30507
1745,"Oroci de Cartago",30508
1746,"Heredia Centro",30509
1747,"Ciudad quesada,San Carlos",30510
1748,"El centro de SanRafael de Heredia",30511
1749,"Casa #3 Hatillo 8",30512
1750,"Oroci de Cartago",30601
1751,"Heredia Centro",30602
1752,"Ciudad quesada,San Carlos",30603
1753,"El centro de SanRafael de Heredia",30701
1754,"Casa #3 Hatillo 8",30702
1755,"Oroci de Cartago",30703
1756,"Heredia Centro",30704
1757,"Ciudad quesada,San Carlos",30705
1758,"El centro de SanRafael de Heredia",30801
1759,"Casa #3 Hatillo 8",30802
1760,"Oroci de Cartago",30803
1761,"Heredia Centro",30804
1762,"Ciudad quesada,San Carlos",40101
1763,"El centro de SanRafael de Heredia",40102
1764,"Casa #3 Hatillo 8",40103
1765,"Oroci de Cartago",40104
1766,"Heredia Centro",40105
1767,"Ciudad quesada,San Carlos",40201
1768,"El centro de SanRafael de Heredia",40202
1769,"Casa #3 Hatillo 8",40203
1770,"Oroci de Cartago",40204
1771,"Heredia Centro",40205
1772,"Ciudad quesada,San Carlos",40206
1773,"El centro de SanRafael de Heredia",40301
1774,"Casa #3 Hatillo 8",40302
1775,"Oroci de Cartago",40303
1776,"Heredia Centro",40304
1777,"Ciudad quesada,San Carlos",40305
1778,"El centro de SanRafael de Heredia",40306
1779,"Casa #3 Hatillo 8",40307
1780,"Oroci de Cartago",40308
1781,"Heredia Centro",40401
1782,"Ciudad quesada,San Carlos",40402
1783,"El centro de SanRafael de Heredia",40403
1784,"Casa #3 Hatillo 8",40404
1785,"Oroci de Cartago",40405
1786,"Heredia Centro",40406
1787,"Ciudad quesada,San Carlos",40501
1788,"El centro de SanRafael de Heredia",40502
1789,"Casa #3 Hatillo 8",40503
1790,"Oroci de Cartago",40504
1791,"Heredia Centro",40505
1792,"Ciudad quesada,San Carlos",40601
1793,"El centro de SanRafael de Heredia",40602
1794,"Casa #3 Hatillo 8",40603
1795,"Oroci de Cartago",40604
1796,"Heredia Centro",40701
1797,"Ciudad quesada,San Carlos",40702
1798,"El centro de SanRafael de Heredia",40703
1799,"Casa #3 Hatillo 8",40801
1800,"Oroci de Cartago",40802
1801,"Heredia Centro",40803
1802,"Ciudad quesada,San Carlos",40901
1803,"El centro de SanRafael de Heredia",40902
1804,"Casa #3 Hatillo 8",41001
1805,"Oroci de Cartago",41002
1806,"Heredia Centro",41003
1807,"Ciudad quesada,San Carlos",41004
1808,"El centro de SanRafael de Heredia",41005
1809,"Casa #3 Hatillo 8",50101
1810,"Oroci de Cartago",50102
1811,"Heredia Centro",50103
1812,"Ciudad quesada,San Carlos",50104
1813,"El centro de SanRafael de Heredia",50105
1814,"Casa #3 Hatillo 8",50201
1815,"Oroci de Cartago",50202
1816,"Heredia Centro",50203
1817,"Ciudad quesada,San Carlos",50204
1818,"El centro de SanRafael de Heredia",50205
1819,"Casa #3 Hatillo 8",50206
1820,"Oroci de Cartago",50207
1821,"Heredia Centro",50301
1822,"Ciudad quesada,San Carlos",50302
1823,"El centro de SanRafael de Heredia",50303
1824,"Casa #3 Hatillo 8",50304
1825,"Oroci de Cartago",50305
1826,"Heredia Centro",50306
1827,"Ciudad quesada,San Carlos",50307
1828,"El centro de SanRafael de Heredia",50308
1829,"Casa #3 Hatillo 8",50309
1830,"Oroci de Cartago",50401
1831,"Heredia Centro",50402
1832,"Ciudad quesada,San Carlos",50403
1833,"El centro de SanRafael de Heredia",50404
1834,"Casa #3 Hatillo 8",50501
1835,"Oroci de Cartago",50502
1836,"Heredia Centro",50503
1837,"Ciudad quesada,San Carlos",50504
1838,"El centro de SanRafael de Heredia",50601
1839,"Casa #3 Hatillo 8",50602
1840,"Oroci de Cartago",50603
1841,"Heredia Centro",50604
1842,"Ciudad quesada,San Carlos",50605
1843,"El centro de SanRafael de Heredia",50701
1844,"Casa #3 Hatillo 8",50702
1845,"Oroci de Cartago",50703
1846,"Heredia Centro",50704
1847,"Ciudad quesada,San Carlos",50801
1848,"El centro de SanRafael de Heredia",50802
1849,"Casa #3 Hatillo 8",50803
1850,"Oroci de Cartago",50804
1851,"Heredia Centro",50805
1852,"Ciudad quesada,San Carlos",50806
1853,"El centro de SanRafael de Heredia",50807
1854,"Casa #3 Hatillo 8",50808
1855,"Oroci de Cartago",50901
1856,"Heredia Centro",50902
1857,"Ciudad quesada,San Carlos",50903
1858,"El centro de SanRafael de Heredia",50904
1859,"Casa #3 Hatillo 8",50905
1860,"Oroci de Cartago",50906
1861,"Heredia Centro",51001
1862,"Ciudad quesada,San Carlos",51002
1863,"El centro de SanRafael de Heredia",51003
1864,"Casa #3 Hatillo 8",51004
1865,"Oroci de Cartago",51101
1866,"Heredia Centro",51102
1867,"Ciudad quesada,San Carlos",51103
1868,"El centro de SanRafael de Heredia",51104
1869,"Casa #3 Hatillo 8",51105
1870,"Oroci de Cartago",60101
1871,"Heredia Centro",60102
1872,"Ciudad quesada,San Carlos",60103
1873,"El centro de SanRafael de Heredia",60104
1874,"Casa #3 Hatillo 8",60105
1875,"Oroci de Cartago",60106
1876,"Heredia Centro",60107
1877,"Ciudad quesada,San Carlos",60108
1878,"El centro de SanRafael de Heredia",60110
1879,"Casa #3 Hatillo 8",60111
1880,"Oroci de Cartago",60112
1881,"Heredia Centro",60113
1882,"Ciudad quesada,San Carlos",60114
1883,"El centro de SanRafael de Heredia",60115
1884,"Casa #3 Hatillo 8",60116
1885,"Oroci de Cartago",60201
1886,"Heredia Centro",60202
1887,"Ciudad quesada,San Carlos",60203
1888,"El centro de SanRafael de Heredia",60204
1889,"Casa #3 Hatillo 8",60205
1890,"Oroci de Cartago",60206
1891,"Heredia Centro",60301
1892,"Ciudad quesada,San Carlos",60302
1893,"El centro de SanRafael de Heredia",60303
1894,"Casa #3 Hatillo 8",60304
1895,"Oroci de Cartago",60305
1896,"Heredia Centro",60306
1897,"Ciudad quesada,San Carlos",60307
1898,"El centro de SanRafael de Heredia",60308
1899,"Casa #3 Hatillo 8",60309
1900,"Oroci de Cartago",60401
1901,"Heredia Centro",60402
1902,"Ciudad quesada,San Carlos",60403
1903,"El centro de SanRafael de Heredia",60501
1904,"Casa #3 Hatillo 8",60502
1905,"Oroci de Cartago",60503
1906,"Heredia Centro",60504
1907,"Ciudad quesada,San Carlos",60505
1908,"El centro de SanRafael de Heredia",60506
1909,"Casa #3 Hatillo 8",60601
1910,"Oroci de Cartago",60602
1911,"Heredia Centro",60603
1912,"Ciudad quesada,San Carlos",60701
1913,"El centro de SanRafael de Heredia",60702
1914,"Casa #3 Hatillo 8",60703
1915,"Oroci de Cartago",60704
1916,"Heredia Centro",60801
1917,"Ciudad quesada,San Carlos",60802
1918,"El centro de SanRafael de Heredia",60803
1919,"Casa #3 Hatillo 8",60804
1920,"Oroci de Cartago",60805
1921,"Heredia Centro",60806
1922,"Ciudad quesada,San Carlos",60901
1923,"El centro de SanRafael de Heredia",61001
1924,"Casa #3 Hatillo 8",61002
1925,"Oroci de Cartago",61003
1926,"Heredia Centro",61004
1927,"Ciudad quesada,San Carlos",61101
1928,"El centro de SanRafael de Heredia",61102
1929,"Casa #3 Hatillo 8",61103
1930,"Oroci de Cartago",61201
1931,"Heredia Centro",70101
1932,"Ciudad quesada,San Carlos",70102
1933,"El centro de SanRafael de Heredia",70103
1934,"Casa #3 Hatillo 8",70104
1935,"Oroci de Cartago",70201
1936,"Heredia Centro",70202
1937,"Ciudad quesada,San Carlos",70203
1938,"El centro de SanRafael de Heredia",70204
1939,"Casa #3 Hatillo 8",70205
1940,"Oroci de Cartago",70206
1941,"Heredia Centro",70207
1942,"Ciudad quesada,San Carlos",70301
1943,"El centro de SanRafael de Heredia",70302
1944,"Casa #3 Hatillo 8",70303
1945,"Oroci de Cartago",70304
1946,"Heredia Centro",70305
1947,"Ciudad quesada,San Carlos",70306
1948,"El centro de SanRafael de Heredia",70307
1949,"Casa #3 Hatillo 8",70401
1950,"Oroci de Cartago",70402
1951,"Heredia Centro",70403
1952,"Ciudad quesada,San Carlos",70404
1953,"El centro de SanRafael de Heredia",70501
1954,"Casa #3 Hatillo 8",70502
1955,"Oroci de Cartago",70503
1956,"Heredia Centro",70601
1957,"Ciudad quesada,San Carlos",70602
1958,"El centro de SanRafael de Heredia",70603
1959,"Casa #3 Hatillo 8",70604
1960,"Oroci de Cartago",70605
1961,"Heredia Centro",10101
1962,"Ciudad quesada,San Carlos",10102
1963,"El centro de SanRafael de Heredia",10103
1964,"Casa #3 Hatillo 8",10104
1965,"Oroci de Cartago",10105
1966,"Heredia Centro",10106
1967,"Ciudad quesada,San Carlos",10107
1968,"El centro de SanRafael de Heredia",10108
1969,"Casa #3 Hatillo 8",10109
1970,"Oroci de Cartago",10110
1971,"Heredia Centro",10111
1972,"Ciudad quesada,San Carlos",10201
1973,"El centro de SanRafael de Heredia",10202
1974,"Casa #3 Hatillo 8",10203
1975,"Oroci de Cartago",10301
1976,"Heredia Centro",10302
1977,"Ciudad quesada,San Carlos",10303
1978,"El centro de SanRafael de Heredia",10304
1979,"Casa #3 Hatillo 8",10305
1980,"Oroci de Cartago",10306
1981,"Heredia Centro",10307
1982,"Ciudad quesada,San Carlos",10308
1983,"El centro de SanRafael de Heredia",10309
1984,"Casa #3 Hatillo 8",10310
1985,"Oroci de Cartago",10311
1986,"Heredia Centro",10312
1987,"Ciudad quesada,San Carlos",10313
1988,"El centro de SanRafael de Heredia",10401
1989,"Casa #3 Hatillo 8",10402
1990,"Oroci de Cartago",10403
1991,"Heredia Centro",10404
1992,"Ciudad quesada,San Carlos",10405
1993,"El centro de SanRafael de Heredia",10406
1994,"Casa #3 Hatillo 8",10407
1995,"Oroci de Cartago",10408
1996,"Heredia Centro",10409
1997,"Ciudad quesada,San Carlos",10501
1998,"El centro de SanRafael de Heredia",10502
1999,"Casa #3 Hatillo 8",10503
2000,"Oroci de Cartago",10601
2001,"Heredia Centro",10602
2002,"Ciudad quesada,San Carlos",10603
2003,"El centro de SanRafael de Heredia",10604
2004,"Casa #3 Hatillo 8",10605
2005,"Oroci de Cartago",10606
2006,"Heredia Centro",10607
2007,"Ciudad quesada,San Carlos",10701
2008,"El centro de SanRafael de Heredia",10702
2009,"Casa #3 Hatillo 8",10703
2010,"Oroci de Cartago",10704
2011,"Heredia Centro",10705
2012,"Ciudad quesada,San Carlos",10706
2013,"El centro de SanRafael de Heredia",10707
2014,"Casa #3 Hatillo 8",10801
2015,"Oroci de Cartago",10802
2016,"Heredia Centro",10803
2017,"Ciudad quesada,San Carlos",10804
2018,"El centro de SanRafael de Heredia",10805
2019,"Casa #3 Hatillo 8",10806
2020,"Oroci de Cartago",10807
2021,"Heredia Centro",10901
2022,"Ciudad quesada,San Carlos",10902
2023,"El centro de SanRafael de Heredia",10903
2024,"Casa #3 Hatillo 8",10904
2025,"Oroci de Cartago",10905
2026,"Heredia Centro",10906
2027,"Ciudad quesada,San Carlos",11001
2028,"El centro de SanRafael de Heredia",11002
2029,"Casa #3 Hatillo 8",11003
2030,"Oroci de Cartago",11004
2031,"Heredia Centro",11005
2032,"Ciudad quesada,San Carlos",11101
2033,"El centro de SanRafael de Heredia",11102
2034,"Casa #3 Hatillo 8",11103
2035,"Oroci de Cartago",11104
2036,"Heredia Centro",11105
2037,"Ciudad quesada,San Carlos",11201
2038,"El centro de SanRafael de Heredia",11202
2039,"Casa #3 Hatillo 8",11203
2040,"Oroci de Cartago",11204
2041,"Heredia Centro",11205
2042,"Ciudad quesada,San Carlos",11301
2043,"El centro de SanRafael de Heredia",11302
2044,"Casa #3 Hatillo 8",11303
2045,"Oroci de Cartago",11304
2046,"Heredia Centro",11305
2047,"Ciudad quesada,San Carlos",11401
2048,"El centro de SanRafael de Heredia",11402
2049,"Casa #3 Hatillo 8",11403
2050,"Oroci de Cartago",11501
2051,"Heredia Centro",11502
2052,"Ciudad quesada,San Carlos",11503
2053,"El centro de SanRafael de Heredia",11504
2054,"Casa #3 Hatillo 8",11601
2055,"Oroci de Cartago",11602
2056,"Heredia Centro",11603
2057,"Ciudad quesada,San Carlos",11604
2058,"El centro de SanRafael de Heredia",11605
2059,"Casa #3 Hatillo 8",11701
2060,"Oroci de Cartago",11702
2061,"Heredia Centro",11703
2062,"Ciudad quesada,San Carlos",11801
2063,"El centro de SanRafael de Heredia",11802
2064,"Casa #3 Hatillo 8",11803
2065,"Oroci de Cartago",11804
2066,"Heredia Centro",11901
2067,"Ciudad quesada,San Carlos",11902
2068,"El centro de SanRafael de Heredia",11903
2069,"Casa #3 Hatillo 8",11904
2070,"Oroci de Cartago",11905
2071,"Heredia Centro",11906
2072,"Ciudad quesada,San Carlos",11907
2073,"El centro de SanRafael de Heredia",11908
2074,"Casa #3 Hatillo 8",11909
2075,"Oroci de Cartago",11910
2076,"Heredia Centro",11911
2077,"Ciudad quesada,San Carlos",11912
2078,"El centro de SanRafael de Heredia",12001
2079,"Casa #3 Hatillo 8",12002
2080,"Oroci de Cartago",12003
2081,"Heredia Centro",12004
2082,"Ciudad quesada,San Carlos",12005
2083,"El centro de SanRafael de Heredia",12006
2084,"Casa #3 Hatillo 8",20101
2085,"Oroci de Cartago",20102
2086,"Heredia Centro",20103
2087,"Ciudad quesada,San Carlos",20104
2088,"El centro de SanRafael de Heredia",20105
2089,"Casa #3 Hatillo 8",20106
2090,"Oroci de Cartago",20107
2091,"Heredia Centro",20108
2092,"Ciudad quesada,San Carlos",20109
2093,"El centro de SanRafael de Heredia",20110
2094,"Casa #3 Hatillo 8",20111
2095,"Oroci de Cartago",20112
2096,"Heredia Centro",20113
2097,"Ciudad quesada,San Carlos",20114
2098,"El centro de SanRafael de Heredia",20201
2099,"Casa #3 Hatillo 8",20202
2100,"Oroci de Cartago",20203
2101,"Heredia Centro",20204
2102,"Ciudad quesada,San Carlos",20205
2103,"El centro de SanRafael de Heredia",20206
2104,"Casa #3 Hatillo 8",20207
2105,"Oroci de Cartago",20208
2106,"Heredia Centro",20209
2107,"Ciudad quesada,San Carlos",20210
2108,"El centro de SanRafael de Heredia",20211
2109,"Casa #3 Hatillo 8",20212
2110,"Oroci de Cartago",20213
2111,"Heredia Centro",20214
2112,"Ciudad quesada,San Carlos",20301
2113,"El centro de SanRafael de Heredia",20302
2114,"Casa #3 Hatillo 8",20303
2115,"Oroci de Cartago",20304
2116,"Heredia Centro",20305
2117,"Ciudad quesada,San Carlos",20307
2118,"El centro de SanRafael de Heredia",20308
2119,"Casa #3 Hatillo 8",20401
2120,"Oroci de Cartago",20402
2121,"Heredia Centro",20403
2122,"Ciudad quesada,San Carlos",20404
2123,"El centro de SanRafael de Heredia",20501
2124,"Casa #3 Hatillo 8",20502
2125,"Oroci de Cartago",20503
2126,"Heredia Centro",20504
2127,"Ciudad quesada,San Carlos",20505
2128,"El centro de SanRafael de Heredia",20506
2129,"Casa #3 Hatillo 8",20507
2130,"Oroci de Cartago",20508
2131,"Heredia Centro",20601
2132,"Ciudad quesada,San Carlos",20602
2133,"El centro de SanRafael de Heredia",20603
2134,"Casa #3 Hatillo 8",20604
2135,"Oroci de Cartago",20605
2136,"Heredia Centro",20606
2137,"Ciudad quesada,San Carlos",20607
2138,"El centro de SanRafael de Heredia",20608
2139,"Casa #3 Hatillo 8",20701
2140,"Oroci de Cartago",20702
2141,"Heredia Centro",20703
2142,"Ciudad quesada,San Carlos",20704
2143,"El centro de SanRafael de Heredia",20705
2144,"Casa #3 Hatillo 8",20706
2145,"Oroci de Cartago",20707
2146,"Heredia Centro",20801
2147,"Ciudad quesada,San Carlos",20802
2148,"El centro de SanRafael de Heredia",20803
2149,"Casa #3 Hatillo 8",20804
2150,"Oroci de Cartago",20805
2151,"Heredia Centro",20901
2152,"Ciudad quesada,San Carlos",20902
2153,"El centro de SanRafael de Heredia",20903
2154,"Casa #3 Hatillo 8",20904
2155,"Oroci de Cartago",20905
2156,"Heredia Centro",21001
2157,"Ciudad quesada,San Carlos",21002
2158,"El centro de SanRafael de Heredia",21003
2159,"Casa #3 Hatillo 8",21004
2160,"Oroci de Cartago",21005
2161,"Heredia Centro",21006
2162,"Ciudad quesada,San Carlos",21007
2163,"El centro de SanRafael de Heredia",21008
2164,"Casa #3 Hatillo 8",21009
2165,"Oroci de Cartago",21010
2166,"Heredia Centro",21011
2167,"Ciudad quesada,San Carlos",21012
2168,"El centro de SanRafael de Heredia",21013
2169,"Casa #3 Hatillo 8",21101
2170,"Oroci de Cartago",21102
2171,"Heredia Centro",21103
2172,"Ciudad quesada,San Carlos",21104
2173,"El centro de SanRafael de Heredia",21105
2174,"Casa #3 Hatillo 8",21106
2175,"Oroci de Cartago",21107
2176,"Heredia Centro",21201
2177,"Ciudad quesada,San Carlos",21202
2178,"El centro de SanRafael de Heredia",21203
2179,"Casa #3 Hatillo 8",21204
2180,"Oroci de Cartago",21205
2181,"Heredia Centro",21301
2182,"Ciudad quesada,San Carlos",21302
2183,"El centro de SanRafael de Heredia",21303
2184,"Casa #3 Hatillo 8",21304
2185,"Oroci de Cartago",21305
2186,"Heredia Centro",21306
2187,"Ciudad quesada,San Carlos",21307
2188,"El centro de SanRafael de Heredia",21308
2189,"Casa #3 Hatillo 8",21401
2190,"Oroci de Cartago",21402
2191,"Heredia Centro",21403
2192,"Ciudad quesada,San Carlos",21404
2193,"El centro de SanRafael de Heredia",21501
2194,"Casa #3 Hatillo 8",21502
2195,"Oroci de Cartago",21503
2196,"Heredia Centro",21504
2197,"Ciudad quesada,San Carlos",21601
2198,"El centro de SanRafael de Heredia",21602
2199,"Casa #3 Hatillo 8",21603
2200,"Oroci de Cartago",30101
2201,"Heredia Centro",30102
2202,"Ciudad quesada,San Carlos",30103
2203,"El centro de SanRafael de Heredia",30104
2204,"Casa #3 Hatillo 8",30105
2205,"Oroci de Cartago",30106
2206,"Heredia Centro",30107
2207,"Ciudad quesada,San Carlos",30108
2208,"El centro de SanRafael de Heredia",30109
2209,"Casa #3 Hatillo 8",30110
