"IDFACTURA","IDCARRITO","IDEMPLEADO","FECHAFACTURA","SUBTOTAL","IVA","TOTALFACTURA","IDFORMAPAGO"
2867,2867,887,10/13/2017,5000,1500,5000,2867
2868,2868,888,10/14/2017,15000,1500,15000,2868
2869,2869,889,10/15/2017,28500,1500,28500,2869
2870,2870,890,10/16/2017,2000,1500,2000,2870
2871,2871,891,10/17/2017,3500,1500,3500,2871
2872,2872,892,10/18/2017,5000,1500,5000,2872
2873,2873,893,10/19/2017,15000,1500,15000,2873
2874,2874,894,10/20/2017,28500,1500,28500,2874
2875,2875,895,10/21/2017,2000,1500,2000,2875
2876,2876,896,10/22/2017,3500,1500,3500,2876
2877,2877,897,10/23/2017,5000,1500,5000,2877
2878,2878,898,10/24/2017,15000,1500,15000,2878
2879,2879,899,10/25/2017,28500,1500,28500,2879
2880,2880,900,10/26/2017,2000,1500,2000,2880
2881,2881,901,10/27/2017,3500,1500,3500,2881
2882,2882,902,10/28/2017,5000,1500,5000,2882
2883,2883,903,10/29/2017,15000,1500,15000,2883
2884,2884,904,10/30/2017,28500,1500,28500,2884
2885,2885,905,10/31/2017,2000,1500,2000,2885
2886,2886,906,11/1/2017,3500,1500,3500,2886
2887,2887,907,11/2/2017,5000,1500,5000,2887
2888,2888,908,11/3/2017,15000,1500,15000,2888
2889,2889,909,11/4/2017,28500,1500,28500,2889
2890,2890,910,11/5/2017,2000,1500,2000,2890
2891,2891,911,11/6/2017,3500,1500,3500,2891
2892,2892,912,11/7/2017,5000,1500,5000,2892
2893,2893,913,11/8/2017,15000,1500,15000,2893
2894,2894,914,11/9/2017,28500,1500,28500,2894
2895,2895,915,11/10/2017,2000,1500,2000,2895
2896,2896,916,11/11/2017,3500,1500,3500,2896
2897,2897,917,11/12/2017,5000,1500,5000,2897
2898,2898,918,11/13/2017,15000,1500,15000,2898
2899,2899,919,11/14/2017,28500,1500,28500,2899
2900,2900,920,11/15/2017,2000,1500,2000,2900
2901,2901,921,11/16/2017,3500,1500,3500,2901
2902,2902,922,11/17/2017,5000,1500,5000,2902
2903,2903,923,11/18/2017,15000,1500,15000,2903
2904,2904,924,11/19/2017,28500,1500,28500,2904
2905,2905,925,11/20/2017,2000,1500,2000,2905
2906,2906,926,11/21/2017,3500,1500,3500,2906
2907,2907,927,11/22/2017,5000,1500,5000,2907
2908,2908,928,11/23/2017,15000,1500,15000,2908
2909,2909,929,11/24/2017,28500,1500,28500,2909
2910,2910,930,11/25/2017,2000,1500,2000,2910
2911,2911,931,11/26/2017,3500,1500,3500,2911
2912,2912,932,11/27/2017,5000,1500,5000,2912
2913,2913,933,11/28/2017,15000,1500,15000,2913
2914,2914,934,11/29/2017,28500,1500,28500,2914
2915,2915,935,11/30/2017,2000,1500,2000,2915
2916,2916,936,12/1/2017,3500,1500,3500,2916
2917,2917,937,12/2/2017,5000,1500,5000,2917
2918,2918,938,12/3/2017,15000,1500,15000,2918
2919,2919,939,12/4/2017,28500,1500,28500,2919
2920,2920,940,12/5/2017,2000,1500,2000,2920
2921,2921,941,12/6/2017,3500,1500,3500,2921
2922,2922,942,12/7/2017,5000,1500,5000,2922
2923,2923,943,12/8/2017,15000,1500,15000,2923
2924,2924,944,12/9/2017,28500,1500,28500,2924
2925,2925,945,12/10/2017,2000,1500,2000,2925
2926,2926,946,12/11/2017,3500,1500,3500,2926
2927,2927,947,12/12/2017,5000,1500,5000,2927
2928,2928,948,12/13/2017,15000,1500,15000,2928
2929,2929,949,12/14/2017,28500,1500,28500,2929
2930,2930,950,12/15/2017,2000,1500,2000,2930
2931,2931,951,12/16/2017,3500,1500,3500,2931
2932,2932,952,12/17/2017,5000,1500,5000,2932
2933,2933,953,12/18/2017,15000,1500,15000,2933
2934,2934,954,12/19/2017,28500,1500,28500,2934
2935,2935,955,12/20/2017,2000,1500,2000,2935
2936,2936,956,12/21/2017,3500,1500,3500,2936
2937,2937,957,12/22/2017,5000,1500,5000,2937
2938,2938,958,12/23/2017,15000,1500,15000,2938
2939,2939,959,12/24/2017,28500,1500,28500,2939
2940,2940,960,12/25/2017,2000,1500,2000,2940
2941,2941,961,12/26/2017,3500,1500,3500,2941
2942,2942,962,12/27/2017,5000,1500,5000,2942
2943,2943,963,12/28/2017,15000,1500,15000,2943
2944,2944,964,12/29/2017,28500,1500,28500,2944
2945,2945,965,12/30/2017,2000,1500,2000,2945
2946,2946,966,12/31/2017,3500,1500,3500,2946
2947,2947,967,1/1/2018,5000,1500,5000,2947
2948,2948,968,1/2/2018,15000,1500,15000,2948
2949,2949,969,1/3/2018,28500,1500,28500,2949
2950,2950,970,1/4/2018,2000,1500,2000,2950
2951,2951,971,1/5/2018,3500,1500,3500,2951
2952,2952,972,1/6/2018,5000,1500,5000,2952
2953,2953,973,1/7/2018,15000,1500,15000,2953
2954,2954,974,1/8/2018,28500,1500,28500,2954
2955,2955,975,1/9/2018,2000,1500,2000,2955
2956,2956,976,1/10/2018,3500,1500,3500,2956
2957,2957,977,1/11/2018,5000,1500,5000,2957
2958,2958,978,1/12/2018,15000,1500,15000,2958
2959,2959,979,1/13/2018,28500,1500,28500,2959
2960,2960,980,1/14/2018,2000,1500,2000,2960
2961,2961,981,1/15/2018,3500,1500,3500,2961
2962,2962,1,1/16/2018,5000,1500,5000,2962
2963,2963,2,1/17/2018,15000,1500,15000,2963
2964,2964,3,1/18/2018,2000,1500,2000,2964
2965,2965,4,1/19/2018,3500,1500,3500,2965
2966,2966,5,1/20/2018,5000,1500,5000,2966
2967,2967,6,1/21/2018,15000,1500,15000,2967
2968,2968,7,1/22/2018,28500,1500,28500,2968
2969,2969,8,1/23/2018,2000,1500,2000,2969
2970,2970,9,1/24/2018,3500,1500,3500,2970
2971,2971,10,1/25/2018,5000,1500,5000,2971
2972,2972,11,1/26/2018,15000,1500,15000,2972
2973,2973,12,1/27/2018,28500,1500,28500,2973
2974,2974,13,1/28/2018,2000,1500,2000,2974
2975,2975,14,1/29/2018,3500,1500,3500,2975
2976,2976,15,1/30/2018,5000,1500,5000,2976
2977,2977,16,1/31/2018,15000,1500,15000,2977
2978,2978,17,2/1/2018,28500,1500,28500,2978
2979,2979,18,2/2/2018,2000,1500,2000,2979
2980,2980,19,2/3/2018,3500,1500,3500,2980
2981,2981,20,2/4/2018,5000,1500,5000,2981
2982,2982,21,2/5/2018,15000,1500,15000,2982
2983,2983,22,2/6/2018,28500,1500,28500,2983
2984,2984,23,2/7/2018,2000,1500,2000,2984
2985,2985,24,2/8/2018,3500,1500,3500,2985
2986,2986,25,2/9/2018,5000,1500,5000,2986
2987,2987,26,2/10/2018,15000,1500,15000,2987
2988,2988,27,2/11/2018,28500,1500,28500,2988
2989,2989,28,2/12/2018,2000,1500,2000,2989
2990,2990,29,2/13/2018,3500,1500,3500,2990
2991,2991,30,2/14/2018,5000,1500,5000,2991
2992,2992,31,2/15/2018,15000,1500,15000,2992
2993,2993,32,2/16/2018,28500,1500,28500,2993
2994,2994,33,2/17/2018,2000,1500,2000,2994
2995,2995,34,2/18/2018,3500,1500,3500,2995
2996,2996,35,2/19/2018,5000,1500,5000,2996
2997,2997,36,2/20/2018,15000,1500,15000,2997
2998,2998,37,2/21/2018,28500,1500,28500,2998
2999,2999,38,2/22/2018,2000,1500,2000,2999
3000,3000,39,2/23/2018,3500,1500,3500,3000
3001,3001,40,2/24/2018,5000,1500,5000,3001
3002,3002,41,2/25/2018,15000,1500,15000,3002
3003,3003,42,2/26/2018,28500,1500,28500,3003
3004,3004,43,2/27/2018,2000,1500,2000,3004
3005,3005,44,2/28/2018,3500,1500,3500,3005
3006,3006,45,3/1/2018,5000,1500,5000,3006
3007,3007,46,3/2/2018,15000,1500,15000,3007
3008,3008,47,3/3/2018,28500,1500,28500,3008
3009,3009,48,3/4/2018,2000,1500,2000,3009
3010,3010,49,3/5/2018,3500,1500,3500,3010
3011,3011,50,3/6/2018,5000,1500,5000,3011
3012,3012,51,3/7/2018,15000,1500,15000,3012
3013,3013,52,3/8/2018,28500,1500,28500,3013
3014,3014,53,3/9/2018,2000,1500,2000,3014
3015,3015,54,3/10/2018,3500,1500,3500,3015
3016,3016,55,3/11/2018,5000,1500,5000,3016
3017,3017,56,3/12/2018,15000,1500,15000,3017
3018,3018,57,3/13/2018,28500,1500,28500,3018
3019,3019,58,3/14/2018,2000,1500,2000,3019
3020,3020,59,3/15/2018,3500,1500,3500,3020
3021,3021,60,3/16/2018,5000,1500,5000,3021
3022,3022,61,3/17/2018,15000,1500,15000,3022
3023,3023,62,3/18/2018,28500,1500,28500,3023
3024,3024,63,3/19/2018,2000,1500,2000,3024
3025,3025,64,3/20/2018,3500,1500,3500,3025
3026,3026,65,3/21/2018,5000,1500,5000,3026
3027,3027,66,3/22/2018,15000,1500,15000,3027
3028,3028,67,3/23/2018,28500,1500,28500,3028
3029,3029,68,3/24/2018,2000,1500,2000,3029
3030,3030,69,3/25/2018,3500,1500,3500,3030
3031,3031,70,3/26/2018,5000,1500,5000,3031
3032,3032,71,3/27/2018,15000,1500,15000,3032
3033,3033,72,3/28/2018,28500,1500,28500,3033
3034,3034,73,3/29/2018,2000,1500,2000,3034
3035,3035,74,3/30/2018,3500,1500,3500,3035
3036,3036,75,3/31/2018,5000,1500,5000,3036
3037,3037,76,4/1/2018,15000,1500,15000,3037
3038,3038,77,4/2/2018,28500,1500,28500,3038
3039,3039,78,4/3/2018,2000,1500,2000,3039
3040,3040,79,4/4/2018,3500,1500,3500,3040
3041,3041,80,4/5/2018,5000,1500,5000,3041
3042,3042,81,4/6/2018,15000,1500,15000,3042
3043,3043,82,4/7/2018,28500,1500,28500,3043
3044,3044,83,4/8/2018,2000,1500,2000,3044
3045,3045,84,4/9/2018,3500,1500,3500,3045
3046,3046,85,4/10/2018,5000,1500,5000,3046
3047,3047,86,4/11/2018,15000,1500,15000,3047
3048,3048,87,4/12/2018,28500,1500,28500,3048
3049,3049,88,4/13/2018,2000,1500,2000,3049
3050,3050,89,4/14/2018,3500,1500,3500,3050
3051,3051,90,4/15/2018,5000,1500,5000,3051
3052,3052,91,4/16/2018,15000,1500,15000,3052
3053,3053,92,4/17/2018,28500,1500,28500,3053
3054,3054,93,4/18/2018,2000,1500,2000,3054
3055,3055,94,4/19/2018,3500,1500,3500,3055
3056,3056,95,4/20/2018,5000,1500,5000,3056
3057,3057,96,4/21/2018,15000,1500,15000,3057
3058,3058,97,4/22/2018,28500,1500,28500,3058
3059,3059,98,4/23/2018,2000,1500,2000,3059
3060,3060,99,4/24/2018,3500,1500,3500,3060
3061,3061,100,4/25/2018,5000,1500,5000,3061
3062,3062,101,4/26/2018,15000,1500,15000,3062
3063,3063,102,4/27/2018,28500,1500,28500,3063
3064,3064,103,4/28/2018,2000,1500,2000,3064
3065,3065,104,4/29/2018,3500,1500,3500,3065
3066,3066,105,4/30/2018,5000,1500,5000,3066
3067,3067,106,5/1/2018,15000,1500,15000,3067
3068,3068,107,5/2/2018,28500,1500,28500,3068
3069,3069,108,5/3/2018,2000,1500,2000,3069
3070,3070,109,5/4/2018,3500,1500,3500,3070
3071,3071,110,5/5/2018,5000,1500,5000,3071
3072,3072,111,5/6/2018,15000,1500,15000,3072
3073,3073,112,5/7/2018,28500,1500,28500,3073
3074,3074,113,5/8/2018,2000,1500,2000,3074
3075,3075,114,5/9/2018,3500,1500,3500,3075
3076,3076,115,5/10/2018,5000,1500,5000,3076
3077,3077,116,5/11/2018,15000,1500,15000,3077
3078,3078,117,5/12/2018,28500,1500,28500,3078
3079,3079,118,5/13/2018,2000,1500,2000,3079
3080,3080,119,5/14/2018,3500,1500,3500,3080
3081,3081,120,5/15/2018,5000,1500,5000,3081
3082,3082,121,5/16/2018,15000,1500,15000,3082
3083,3083,122,5/17/2018,28500,1500,28500,3083
3084,3084,123,5/18/2018,2000,1500,2000,3084
3085,3085,124,5/19/2018,3500,1500,3500,3085
3086,3086,125,5/20/2018,5000,1500,5000,3086
3087,3087,126,5/21/2018,15000,1500,15000,3087
3088,3088,127,5/22/2018,28500,1500,28500,3088
3089,3089,128,5/23/2018,2000,1500,2000,3089
3090,3090,129,5/24/2018,3500,1500,3500,3090
3091,3091,130,5/25/2018,5000,1500,5000,3091
3092,3092,131,5/26/2018,15000,1500,15000,3092
3093,3093,132,5/27/2018,28500,1500,28500,3093
3094,3094,133,5/28/2018,2000,1500,2000,3094
3095,3095,134,5/29/2018,3500,1500,3500,3095
3096,3096,135,5/30/2018,5000,1500,5000,3096
3097,3097,136,5/31/2018,15000,1500,15000,3097
3098,3098,137,6/1/2018,28500,1500,28500,3098
3099,3099,138,6/2/2018,2000,1500,2000,3099
3100,3100,139,6/3/2018,3500,1500,3500,3100
3101,3101,140,6/4/2018,5000,1500,5000,3101
3102,3102,141,6/5/2018,15000,1500,15000,3102
3103,3103,142,6/6/2018,28500,1500,28500,3103
3104,3104,143,6/7/2018,2000,1500,2000,3104
3105,3105,144,6/8/2018,3500,1500,3500,3105
3106,3106,145,6/9/2018,5000,1500,5000,3106
3107,3107,146,6/10/2018,15000,1500,15000,3107
3108,3108,147,6/11/2018,28500,1500,28500,3108
3109,3109,148,6/12/2018,2000,1500,2000,3109
3110,3110,149,6/13/2018,3500,1500,3500,3110
3111,3111,150,6/14/2018,5000,1500,5000,3111
3112,3112,151,6/15/2018,15000,1500,15000,3112
3113,3113,152,6/16/2018,28500,1500,28500,3113
3114,3114,153,6/17/2018,2000,1500,2000,3114
3115,3115,154,6/18/2018,3500,1500,3500,3115
3116,3116,155,6/19/2018,5000,1500,5000,3116
3117,3117,156,6/20/2018,15000,1500,15000,3117
3118,3118,157,6/21/2018,28500,1500,28500,3118
3119,3119,158,6/22/2018,2000,1500,2000,3119
3120,3120,159,6/23/2018,3500,1500,3500,3120
3121,3121,160,6/24/2018,5000,1500,5000,3121
3122,3122,161,6/25/2018,15000,1500,15000,3122
3123,3123,162,6/26/2018,28500,1500,28500,3123
3124,3124,163,6/27/2018,2000,1500,2000,3124
3125,3125,164,6/28/2018,3500,1500,3500,3125
3126,3126,165,6/29/2018,5000,1500,5000,3126
3127,3127,166,6/30/2018,15000,1500,15000,3127
3128,3128,167,7/1/2018,28500,1500,28500,3128
3129,3129,168,7/2/2018,2000,1500,2000,3129
3130,3130,169,7/3/2018,3500,1500,3500,3130
3131,3131,170,7/4/2018,5000,1500,5000,3131
3132,3132,171,7/5/2018,2000,1500,2000,3132
3133,3133,172,7/6/2018,3500,1500,3500,3133
3134,3134,173,7/7/2018,5000,1500,5000,3134
3135,3135,174,7/8/2018,15000,1500,15000,3135
3136,3136,175,7/9/2018,28500,1500,28500,3136
3137,3137,176,7/10/2018,2000,1500,2000,3137
3138,3138,177,7/11/2018,3500,1500,3500,3138
3139,3139,178,7/12/2018,5000,1500,5000,3139
3140,3140,179,7/13/2018,15000,1500,15000,3140
3141,3141,180,7/14/2018,28500,1500,28500,3141
3142,3142,181,7/15/2018,2000,1500,2000,3142
3143,3143,182,7/16/2018,3500,1500,3500,3143
3144,3144,183,7/17/2018,5000,1500,5000,3144
3145,3145,184,7/18/2018,15000,1500,15000,3145
3146,3146,185,7/19/2018,28500,1500,28500,3146
3147,3147,186,7/20/2018,2000,1500,2000,3147
3148,3148,187,7/21/2018,3500,1500,3500,3148
3149,3149,188,7/22/2018,5000,1500,5000,3149
3150,3150,189,7/23/2018,15000,1500,15000,3150
3151,3151,190,7/24/2018,28500,1500,28500,3151
3152,3152,191,7/25/2018,2000,1500,2000,3152
3153,3153,192,7/26/2018,3500,1500,3500,3153
3154,3154,193,7/27/2018,5000,1500,5000,3154
3155,3155,194,7/28/2018,15000,1500,15000,3155
3156,3156,195,7/29/2018,28500,1500,28500,3156
3157,3157,196,7/30/2018,2000,1500,2000,3157
3158,3158,197,7/31/2018,3500,1500,3500,3158
3159,3159,198,8/1/2018,5000,1500,5000,3159
3160,3160,199,8/2/2018,15000,1500,15000,3160
3161,3161,200,8/3/2018,28500,1500,28500,3161
3162,3162,201,8/4/2018,2000,1500,2000,3162
3163,3163,202,8/5/2018,3500,1500,3500,3163
3164,3164,203,8/6/2018,5000,1500,5000,3164
3165,3165,204,8/7/2018,15000,1500,15000,3165
3166,3166,205,8/8/2018,28500,1500,28500,3166
3167,3167,206,8/9/2018,2000,1500,2000,3167
3168,3168,207,8/10/2018,3500,1500,3500,3168
3169,3169,208,8/11/2018,5000,1500,5000,3169
3170,3170,209,8/12/2018,15000,1500,15000,3170
3171,3171,210,8/13/2018,28500,1500,28500,3171
3172,3172,211,8/14/2018,2000,1500,2000,3172
3173,3173,212,8/15/2018,3500,1500,3500,3173
3174,3174,213,8/16/2018,5000,1500,5000,3174
3175,3175,214,8/17/2018,15000,1500,15000,3175
3176,3176,215,8/18/2018,28500,1500,28500,3176
3177,3177,216,8/19/2018,2000,1500,2000,3177
3178,3178,217,8/20/2018,3500,1500,3500,3178
3179,3179,218,8/21/2018,5000,1500,5000,3179
3180,3180,219,8/22/2018,15000,1500,15000,3180
3181,3181,220,8/23/2018,28500,1500,28500,3181
3182,3182,221,8/24/2018,2000,1500,2000,3182
3183,3183,222,8/25/2018,3500,1500,3500,3183
3184,3184,223,8/26/2018,5000,1500,5000,3184
3185,3185,224,8/27/2018,15000,1500,15000,3185
3186,3186,225,8/28/2018,28500,1500,28500,3186
3187,3187,226,8/29/2018,2000,1500,2000,3187
3188,3188,227,8/30/2018,3500,1500,3500,3188
3189,3189,228,8/31/2018,5000,1500,5000,3189
3190,3190,229,9/1/2018,15000,1500,15000,3190
3191,3191,230,9/2/2018,28500,1500,28500,3191
3192,3192,231,9/3/2018,2000,1500,2000,3192
3193,3193,232,9/4/2018,3500,1500,3500,3193
3194,3194,233,9/5/2018,5000,1500,5000,3194
3195,3195,234,9/6/2018,15000,1500,15000,3195
3196,3196,235,9/7/2018,28500,1500,28500,3196
3197,3197,236,9/8/2018,2000,1500,2000,3197
3198,3198,237,9/9/2018,3500,1500,3500,3198
3199,3199,238,9/10/2018,5000,1500,5000,3199
3200,3200,239,9/11/2018,15000,1500,15000,3200
3201,3201,240,9/12/2018,28500,1500,28500,3201
3202,3202,241,9/13/2018,2000,1500,2000,3202
3203,3203,242,9/14/2018,3500,1500,3500,3203
3204,3204,243,9/15/2018,5000,1500,5000,3204
3205,3205,244,9/16/2018,15000,1500,15000,3205
3206,3206,245,9/17/2018,28500,1500,28500,3206
3207,3207,246,9/18/2018,2000,1500,2000,3207
3208,3208,247,9/19/2018,3500,1500,3500,3208
3209,3209,248,9/20/2018,5000,1500,5000,3209
3210,3210,249,9/21/2018,15000,1500,15000,3210
3211,3211,250,9/22/2018,28500,1500,28500,3211
3212,3212,251,9/23/2018,2000,1500,2000,3212
3213,3213,252,9/24/2018,3500,1500,3500,3213
3214,3214,253,9/25/2018,5000,1500,5000,3214
3215,3215,254,9/26/2018,15000,1500,15000,3215
3216,3216,255,9/27/2018,28500,1500,28500,3216
3217,3217,256,9/28/2018,2000,1500,2000,3217
3218,3218,257,9/29/2018,3500,1500,3500,3218
3219,3219,258,9/30/2018,5000,1500,5000,3219
3220,3220,259,10/1/2018,15000,1500,15000,3220
3221,3221,260,10/2/2018,28500,1500,28500,3221
3222,3222,261,10/3/2018,2000,1500,2000,3222
3223,3223,262,10/4/2018,3500,1500,3500,3223
3224,3224,263,10/5/2018,5000,1500,5000,3224
3225,3225,264,10/6/2018,15000,1500,15000,3225
3226,3226,265,10/7/2018,28500,1500,28500,3226
3227,3227,266,10/8/2018,2000,1500,2000,3227
3228,3228,267,10/9/2018,3500,1500,3500,3228
3229,3229,268,10/10/2018,5000,1500,5000,3229
3230,3230,269,10/11/2018,15000,1500,15000,3230
3231,3231,270,10/12/2018,28500,1500,28500,3231
3232,3232,271,10/13/2018,2000,1500,2000,3232
3233,3233,272,10/14/2018,3500,1500,3500,3233
3234,3234,273,10/15/2018,5000,1500,5000,3234
3235,3235,274,10/16/2018,15000,1500,15000,3235
3236,3236,275,10/17/2018,28500,1500,28500,3236
3237,3237,276,10/18/2018,2000,1500,2000,3237
3238,3238,277,10/19/2018,3500,1500,3500,3238
3239,3239,278,10/20/2018,5000,1500,5000,3239
3240,3240,279,10/21/2018,15000,1500,15000,3240
3241,3241,280,10/22/2018,28500,1500,28500,3241
3242,3242,281,10/23/2018,2000,1500,2000,3242
3243,3243,282,10/24/2018,3500,1500,3500,3243
3244,3244,283,10/25/2018,5000,1500,5000,3244
3245,3245,284,10/26/2018,15000,1500,15000,3245
3246,3246,285,10/27/2018,28500,1500,28500,3246
3247,3247,286,10/28/2018,2000,1500,2000,3247
3248,3248,287,10/29/2018,3500,1500,3500,3248
3249,3249,288,10/30/2018,5000,1500,5000,3249
3250,3250,289,10/31/2018,15000,1500,15000,3250
3251,3251,290,11/1/2018,28500,1500,28500,3251
3252,3252,291,11/2/2018,2000,1500,2000,3252
3253,3253,292,11/3/2018,3500,1500,3500,3253
3254,3254,293,11/4/2018,5000,1500,5000,3254
3255,3255,294,11/5/2018,15000,1500,15000,3255
3256,3256,295,11/6/2018,28500,1500,28500,3256
3257,3257,296,11/7/2018,2000,1500,2000,3257
3258,3258,297,11/8/2018,3500,1500,3500,3258
3259,3259,298,11/9/2018,5000,1500,5000,3259
3260,3260,299,11/10/2018,15000,1500,15000,3260
3261,3261,300,11/11/2018,28500,1500,28500,3261
3262,3262,301,11/12/2018,2000,1500,2000,3262
3263,3263,302,11/13/2018,3500,1500,3500,3263
3264,3264,303,11/14/2018,5000,1500,5000,3264
3265,3265,304,11/15/2018,15000,1500,15000,3265
3266,3266,305,11/16/2018,28500,1500,28500,3266
3267,3267,306,11/17/2018,2000,1500,2000,3267
3268,3268,307,11/18/2018,3500,1500,3500,3268
3269,3269,308,11/19/2018,5000,1500,5000,3269
3270,3270,309,11/20/2018,15000,1500,15000,3270
3271,3271,310,11/21/2018,28500,1500,28500,3271
3272,3272,311,11/22/2018,2000,1500,2000,3272
3273,3273,312,11/23/2018,3500,1500,3500,3273
3274,3274,313,11/24/2018,5000,1500,5000,3274
3275,3275,314,11/25/2018,15000,1500,15000,3275
3276,3276,315,11/26/2018,28500,1500,28500,3276
3277,3277,316,11/27/2018,2000,1500,2000,3277
3278,3278,317,11/28/2018,3500,1500,3500,3278
3279,3279,318,11/29/2018,5000,1500,5000,3279
3280,3280,319,11/30/2018,15000,1500,15000,3280
3281,3281,320,12/1/2018,28500,1500,28500,3281
3282,3282,321,12/2/2018,2000,1500,2000,3282
3283,3283,322,12/3/2018,3500,1500,3500,3283
3284,3284,323,12/4/2018,5000,1500,5000,3284
3285,3285,324,12/5/2018,15000,1500,15000,3285
3286,3286,325,12/6/2018,28500,1500,28500,3286
3287,3287,326,12/7/2018,2000,1500,2000,3287
3288,3288,327,12/8/2018,3500,1500,3500,3288
3289,3289,328,12/9/2018,5000,1500,5000,3289
3290,3290,329,12/10/2018,15000,1500,15000,3290
3291,3291,330,12/11/2018,28500,1500,28500,3291
3292,3292,331,12/12/2018,2000,1500,2000,3292
3293,3293,332,12/13/2018,3500,1500,3500,3293
3294,3294,333,12/14/2018,5000,1500,5000,3294
3295,3295,334,12/15/2018,15000,1500,15000,3295
3296,3296,335,12/16/2018,28500,1500,28500,3296
3297,3297,336,12/17/2018,2000,1500,2000,3297
3298,3298,337,12/18/2018,3500,1500,3500,3298
3299,3299,338,12/19/2018,5000,1500,5000,3299
3300,3300,339,12/20/2018,15000,1500,15000,3300
3301,3301,340,12/21/2018,28500,1500,28500,3301
3302,3302,341,12/22/2018,2000,1500,2000,3302
3303,3303,342,12/23/2018,3500,1500,3500,3303
3304,3304,343,12/24/2018,5000,1500,5000,3304
3305,3305,344,12/25/2018,15000,1500,15000,3305
3306,3306,345,12/26/2018,28500,1500,28500,3306
3307,3307,346,12/27/2018,2000,1500,2000,3307
3308,3308,347,12/28/2018,3500,1500,3500,3308
3309,3309,348,12/29/2018,5000,1500,5000,3309
3310,3310,349,12/30/2018,15000,1500,15000,3310
3311,3311,350,12/31/2018,2000,1500,2000,3311
3312,3312,351,1/1/2019,3500,1500,3500,3312
3313,3313,352,1/2/2019,5000,1500,5000,3313
3314,3314,353,1/3/2019,15000,1500,15000,3314
3315,3315,354,1/4/2019,28500,1500,28500,3315
3316,3316,355,1/5/2019,2000,1500,2000,3316
3317,3317,356,1/6/2019,3500,1500,3500,3317
3318,3318,357,1/7/2019,5000,1500,5000,3318
3319,3319,358,1/8/2019,15000,1500,15000,3319
3320,3320,359,1/9/2019,28500,1500,28500,3320
3321,3321,360,1/10/2019,2000,1500,2000,3321
3322,3322,361,1/11/2019,3500,1500,3500,3322
3323,3323,362,1/12/2019,5000,1500,5000,3323
3324,3324,363,1/13/2019,15000,1500,15000,3324
3325,3325,364,1/14/2019,28500,1500,28500,3325
3326,3326,365,1/15/2019,2000,1500,2000,3326
3327,3327,366,1/16/2019,3500,1500,3500,3327
3328,3328,367,1/17/2019,5000,1500,5000,3328
3329,3329,368,1/18/2019,15000,1500,15000,3329
3330,3330,369,1/19/2019,28500,1500,28500,3330
3331,3331,370,1/20/2019,2000,1500,2000,3331
3332,3332,371,1/21/2019,3500,1500,3500,3332
3333,3333,372,1/22/2019,5000,1500,5000,3333
3334,3334,373,1/23/2019,15000,1500,15000,3334
3335,3335,374,1/24/2019,28500,1500,28500,3335
3336,3336,375,1/25/2019,2000,1500,2000,3336
3337,3337,376,1/26/2019,3500,1500,3500,3337
3338,3338,377,1/27/2019,5000,1500,5000,3338
3339,3339,378,1/28/2019,15000,1500,15000,3339
3340,3340,379,1/29/2019,28500,1500,28500,3340
3341,3341,380,1/30/2019,2000,1500,2000,3341
3342,3342,381,1/31/2019,3500,1500,3500,3342
3343,3343,382,2/1/2019,5000,1500,5000,3343
3344,3344,383,2/2/2019,15000,1500,15000,3344
3345,3345,384,2/3/2019,28500,1500,28500,3345
3346,3346,385,2/4/2019,2000,1500,2000,3346
3347,3347,386,2/5/2019,3500,1500,3500,3347
3348,3348,387,2/6/2019,5000,1500,5000,3348
3349,3349,388,2/7/2019,15000,1500,15000,3349
3350,3350,389,2/8/2019,28500,1500,28500,3350
3351,3351,390,2/9/2019,2000,1500,2000,3351
3352,3352,391,2/10/2019,3500,1500,3500,3352
3353,3353,392,2/11/2019,5000,1500,5000,3353
3354,3354,393,2/12/2019,15000,1500,15000,3354
3355,3355,394,2/13/2019,28500,1500,28500,3355
3356,3356,395,2/14/2019,2000,1500,2000,3356
3357,3357,396,2/15/2019,3500,1500,3500,3357
3358,3358,397,2/16/2019,5000,1500,5000,3358
3359,3359,398,2/17/2019,15000,1500,15000,3359
3360,3360,399,2/18/2019,28500,1500,28500,3360
3361,3361,400,2/19/2019,2000,1500,2000,3361
3362,3362,401,2/20/2019,3500,1500,3500,3362
3363,3363,402,2/21/2019,5000,1500,5000,3363
3364,3364,403,2/22/2019,15000,1500,15000,3364
3365,3365,404,2/23/2019,28500,1500,28500,3365
3366,3366,405,2/24/2019,2000,1500,2000,3366
3367,3367,406,2/25/2019,3500,1500,3500,3367
3368,3368,407,2/26/2019,5000,1500,5000,3368
3369,3369,408,2/27/2019,15000,1500,15000,3369
3370,3370,409,2/28/2019,28500,1500,28500,3370
3371,3371,410,3/1/2019,2000,1500,2000,3371
3372,3372,411,3/2/2019,3500,1500,3500,3372
3373,3373,412,3/3/2019,5000,1500,5000,3373
3374,3374,413,3/4/2019,15000,1500,15000,3374
3375,3375,414,3/5/2019,28500,1500,28500,3375
3376,3376,415,3/6/2019,2000,1500,2000,3376
3377,3377,416,3/7/2019,3500,1500,3500,3377
3378,3378,417,3/8/2019,5000,1500,5000,3378
3379,3379,418,3/9/2019,15000,1500,15000,3379
3380,3380,419,3/10/2019,28500,1500,28500,3380
3381,3381,420,3/11/2019,2000,1500,2000,3381
