IDENVIO,IDDETALLEVENTA,IDCLIENTE,ESTADOENVIO,FECHA
5103,5103,5103,EN PROCESO,1/7/2011
5104,5104,5104,ENTREGADO,1/8/2011
5105,5105,5105,EN PROCESO,1/9/2011
5106,5106,5106,EN PROCESO,1/10/2011
5107,5107,5107,ENTREGADO,1/11/2011
5108,5108,5108,EN PROCESO,1/12/2011
5109,5109,5109,ENTREGADO,1/13/2011
5110,5110,5110,EN PROCESO,1/14/2011
5111,5111,5111,EN PROCESO,1/15/2011
5112,5112,5112,ENTREGADO,1/16/2011
5113,5113,5113,EN PROCESO,1/17/2011
5114,5114,5114,ENTREGADO,1/18/2011
5115,5115,5115,EN PROCESO,1/19/2011
5116,5116,5116,EN PROCESO,1/20/2011
5117,5117,5117,ENTREGADO,1/21/2011
5118,5118,5118,EN PROCESO,1/22/2011
5119,5119,5119,ENTREGADO,1/23/2011
5120,5120,5120,EN PROCESO,1/24/2011
5121,5121,5121,EN PROCESO,1/25/2011
5122,5122,5122,ENTREGADO,1/26/2011
5123,5123,5123,EN PROCESO,1/27/2011
5124,5124,5124,ENTREGADO,1/28/2011
5125,5125,5125,EN PROCESO,1/29/2011
5126,5126,5126,EN PROCESO,1/30/2011
5127,5127,5127,ENTREGADO,1/31/2011
5128,5128,5128,EN PROCESO,2/1/2011
5129,5129,5129,ENTREGADO,2/2/2011
5130,5130,5130,EN PROCESO,2/3/2011
5131,5131,5131,EN PROCESO,2/4/2011
5132,5132,5132,ENTREGADO,2/5/2011
5133,5133,5133,EN PROCESO,2/6/2011
5134,5134,5134,ENTREGADO,2/7/2011
5135,5135,5135,EN PROCESO,2/8/2011
5136,5136,5136,EN PROCESO,2/9/2011
5137,5137,5137,ENTREGADO,2/10/2011
5138,5138,5138,EN PROCESO,2/11/2011
5139,5139,5139,ENTREGADO,2/12/2011
5140,5140,5140,EN PROCESO,2/13/2011
5141,5141,5141,EN PROCESO,2/14/2011
5142,5142,5142,ENTREGADO,2/15/2011
5143,5143,5143,EN PROCESO,2/16/2011
5144,5144,5144,ENTREGADO,2/17/2011
5145,5145,5145,EN PROCESO,2/18/2011
5146,5146,5146,EN PROCESO,2/19/2011
5147,5147,5147,ENTREGADO,2/20/2011
5148,5148,5148,EN PROCESO,2/21/2011
5149,5149,5149,ENTREGADO,2/22/2011
5150,5150,5150,EN PROCESO,2/23/2011
5151,5151,5151,EN PROCESO,2/24/2011
5152,5152,5152,ENTREGADO,2/25/2011
5153,5153,5153,EN PROCESO,2/26/2011
5154,5154,5154,ENTREGADO,2/27/2011
5155,5155,5155,EN PROCESO,2/28/2011
5156,5156,5156,EN PROCESO,3/1/2011
5157,5157,5157,ENTREGADO,3/2/2011
5158,5158,5158,EN PROCESO,3/3/2011
5159,5159,5159,ENTREGADO,3/4/2011
5160,5160,5160,EN PROCESO,3/5/2011
5161,5161,5161,EN PROCESO,3/6/2011
5162,5162,5162,ENTREGADO,3/7/2011
5163,5163,5163,EN PROCESO,3/8/2011
5164,5164,5164,ENTREGADO,3/9/2011
5165,5165,5165,EN PROCESO,3/10/2011
5166,5166,5166,EN PROCESO,3/11/2011
5167,5167,5167,ENTREGADO,3/12/2011
5168,5168,5168,EN PROCESO,3/13/2011
5169,5169,5169,ENTREGADO,3/14/2011
5170,5170,5170,EN PROCESO,3/15/2011
5171,5171,5171,EN PROCESO,3/16/2011
5172,5172,5172,ENTREGADO,3/17/2011
5173,5173,5173,EN PROCESO,3/18/2011
5174,5174,5174,ENTREGADO,3/19/2011
5175,5175,5175,EN PROCESO,3/20/2011
5176,5176,5176,EN PROCESO,3/21/2011
5177,5177,5177,ENTREGADO,3/22/2011
5178,5178,5178,EN PROCESO,3/23/2011
5179,5179,5179,ENTREGADO,3/24/2011
5180,5180,5180,EN PROCESO,3/25/2011
5181,5181,5181,EN PROCESO,3/26/2011
5182,5182,5182,ENTREGADO,3/27/2011
5183,5183,5183,EN PROCESO,3/28/2011
5184,5184,5184,ENTREGADO,3/29/2011
5185,5185,5185,EN PROCESO,3/30/2011
5186,5186,5186,EN PROCESO,3/31/2011
5187,5187,5187,ENTREGADO,4/1/2011
5188,5188,5188,EN PROCESO,4/2/2011
5189,5189,5189,ENTREGADO,4/3/2011
5190,5190,5190,EN PROCESO,4/4/2011
5191,5191,5191,EN PROCESO,4/5/2011
5192,5192,5192,ENTREGADO,4/6/2011
5193,5193,5193,EN PROCESO,4/7/2011
5194,5194,5194,ENTREGADO,4/8/2011
5195,5195,5195,EN PROCESO,4/9/2011
5196,5196,5196,EN PROCESO,4/10/2011
5197,5197,5197,ENTREGADO,4/11/2011
5198,5198,5198,EN PROCESO,4/12/2011
5199,5199,5199,ENTREGADO,4/13/2011
5200,5200,5200,EN PROCESO,4/14/2011
5201,5201,5201,EN PROCESO,4/15/2011
5202,5202,5202,ENTREGADO,4/16/2011
5203,5203,5203,EN PROCESO,4/17/2011
5204,5204,5204,ENTREGADO,4/18/2011
5205,5205,5205,EN PROCESO,4/19/2011
5206,5206,5206,EN PROCESO,4/20/2011
5207,5207,5207,ENTREGADO,4/21/2011
5208,5208,5208,EN PROCESO,4/22/2011
5209,5209,5209,ENTREGADO,4/23/2011
5210,5210,5210,EN PROCESO,4/24/2011
5211,5211,5211,EN PROCESO,4/25/2011
5212,5212,5212,ENTREGADO,4/26/2011
5213,5213,5213,EN PROCESO,4/27/2011
5214,5214,5214,ENTREGADO,4/28/2011
5215,5215,5215,EN PROCESO,4/29/2011
5216,5216,5216,EN PROCESO,4/30/2011
5217,5217,5217,ENTREGADO,5/1/2011
5218,5218,5218,EN PROCESO,5/2/2011
5219,5219,5219,ENTREGADO,5/3/2011
5220,5220,5220,EN PROCESO,5/4/2011
5221,5221,5221,EN PROCESO,5/5/2011
5222,5222,5222,ENTREGADO,5/6/2011
5223,5223,5223,EN PROCESO,5/7/2011
5224,5224,5224,ENTREGADO,5/8/2011
5225,5225,5225,EN PROCESO,5/9/2011
5226,5226,5226,EN PROCESO,5/10/2011
5227,5227,5227,ENTREGADO,5/11/2011
5228,5228,5228,EN PROCESO,5/12/2011
5229,5229,5229,ENTREGADO,5/13/2011
5230,5230,5230,EN PROCESO,5/14/2011
5231,5231,5231,EN PROCESO,5/15/2011
5232,5232,5232,ENTREGADO,5/16/2011
5233,5233,5233,EN PROCESO,5/17/2011
5234,5234,5234,ENTREGADO,5/18/2011
5235,5235,5235,EN PROCESO,5/19/2011
5236,5236,5236,EN PROCESO,5/20/2011
5237,5237,5237,ENTREGADO,5/21/2011
5238,5238,5238,EN PROCESO,5/22/2011
5239,5239,5239,ENTREGADO,5/23/2011
5240,5240,5240,EN PROCESO,5/24/2011
5241,5241,5241,EN PROCESO,5/25/2011
5242,5242,5242,ENTREGADO,5/26/2011
5243,5243,5243,EN PROCESO,5/27/2011
5244,5244,5244,ENTREGADO,5/28/2011
5245,5245,5245,EN PROCESO,5/29/2011
5246,5246,5246,EN PROCESO,5/30/2011
5247,5247,5247,ENTREGADO,5/31/2011
5248,5248,5248,EN PROCESO,6/1/2011
5249,5249,5249,ENTREGADO,6/2/2011
5250,5250,5250,EN PROCESO,6/3/2011
5251,5251,5251,EN PROCESO,6/4/2011
5252,5252,5252,ENTREGADO,6/5/2011
5253,5253,5253,EN PROCESO,6/6/2011
5254,5254,5254,ENTREGADO,6/7/2011
5255,5255,5255,EN PROCESO,6/8/2011
5256,5256,5256,EN PROCESO,6/9/2011
5257,5257,5257,ENTREGADO,6/10/2011
5258,5258,5258,EN PROCESO,6/11/2011
5259,5259,5259,ENTREGADO,6/12/2011
5260,5260,5260,EN PROCESO,6/13/2011
5261,5261,5261,EN PROCESO,6/14/2011
5262,5262,5262,ENTREGADO,6/15/2011
5263,5263,5263,EN PROCESO,6/16/2011
5264,5264,5264,ENTREGADO,6/17/2011
5265,5265,5265,EN PROCESO,6/18/2011
5266,5266,5266,EN PROCESO,6/19/2011
5267,5267,5267,ENTREGADO,6/20/2011
5268,5268,5268,EN PROCESO,6/21/2011
5269,5269,5269,ENTREGADO,6/22/2011
5270,5270,5270,EN PROCESO,6/23/2011
5271,5271,5271,EN PROCESO,6/24/2011
5272,5272,5272,ENTREGADO,6/25/2011
5273,5273,5273,EN PROCESO,6/26/2011
5274,5274,5274,ENTREGADO,6/27/2011
5275,5275,5275,EN PROCESO,6/28/2011
5276,5276,5276,EN PROCESO,6/29/2011
5277,5277,5277,ENTREGADO,6/30/2011
5278,5278,5278,EN PROCESO,7/1/2011
5279,5279,5279,ENTREGADO,7/2/2011
5280,5280,5280,EN PROCESO,7/3/2011
5281,5281,5281,EN PROCESO,7/4/2011
5282,5282,5282,ENTREGADO,7/5/2011
5283,5283,5283,EN PROCESO,7/6/2011
5284,5284,5284,ENTREGADO,7/7/2011
5285,5285,5285,EN PROCESO,7/8/2011
5286,5286,5286,EN PROCESO,7/9/2011
5287,5287,5287,ENTREGADO,7/10/2011
5288,5288,5288,EN PROCESO,7/11/2011
5289,5289,5289,ENTREGADO,7/12/2011
5290,5290,5290,EN PROCESO,7/13/2011
5291,5291,5291,EN PROCESO,7/14/2011
5292,5292,5292,ENTREGADO,7/15/2011
5293,5293,5293,EN PROCESO,7/16/2011
5294,5294,5294,ENTREGADO,7/17/2011
5295,5295,5295,EN PROCESO,7/18/2011
5296,5296,5296,EN PROCESO,7/19/2011
5297,5297,5297,ENTREGADO,7/20/2011
5298,5298,5298,EN PROCESO,7/21/2011
5299,5299,5299,ENTREGADO,7/22/2011
5300,5300,5300,EN PROCESO,7/23/2011
5301,5301,5301,EN PROCESO,7/24/2011
5302,5302,5302,ENTREGADO,7/25/2011
5303,5303,5303,EN PROCESO,7/26/2011
5304,5304,5304,ENTREGADO,7/27/2011
5305,5305,5305,EN PROCESO,7/28/2011
5306,5306,5306,EN PROCESO,7/29/2011
5307,5307,5307,ENTREGADO,7/30/2011
5308,5308,5308,EN PROCESO,7/31/2011
5309,5309,5309,ENTREGADO,8/1/2011
5310,5310,5310,EN PROCESO,8/2/2011
5311,5311,5311,EN PROCESO,8/3/2011
5312,5312,5312,ENTREGADO,8/4/2011
5313,5313,5313,EN PROCESO,8/5/2011
5314,5314,5314,ENTREGADO,8/6/2011
5315,5315,5315,EN PROCESO,8/7/2011
5316,5316,5316,EN PROCESO,8/8/2011
5317,5317,5317,ENTREGADO,8/9/2011
5318,5318,5318,EN PROCESO,8/10/2011
5319,5319,5319,ENTREGADO,8/11/2011
5320,5320,5320,EN PROCESO,8/12/2011
5321,5321,5321,EN PROCESO,8/13/2011
5322,5322,5322,ENTREGADO,8/14/2011
5323,5323,5323,EN PROCESO,8/15/2011
5324,5324,5324,ENTREGADO,8/16/2011
5325,5325,5325,EN PROCESO,8/17/2011
5326,5326,5326,EN PROCESO,8/18/2011
5327,5327,5327,ENTREGADO,8/19/2011
5328,5328,5328,EN PROCESO,8/20/2011
5329,5329,5329,ENTREGADO,8/21/2011
5330,5330,5330,EN PROCESO,8/22/2011
5331,5331,5331,EN PROCESO,8/23/2011
5332,5332,5332,ENTREGADO,8/24/2011
5333,5333,5333,EN PROCESO,8/25/2011
5334,5334,5334,ENTREGADO,8/26/2011
5335,5335,5335,EN PROCESO,8/27/2011
5336,5336,5336,EN PROCESO,8/28/2011
5337,5337,5337,ENTREGADO,8/29/2011
5338,5338,5338,EN PROCESO,8/30/2011
5339,5339,5339,ENTREGADO,8/31/2011
5340,5340,5340,EN PROCESO,9/1/2011
5341,5341,5341,EN PROCESO,9/2/2011
5342,5342,5342,ENTREGADO,9/3/2011
5343,5343,5343,EN PROCESO,9/4/2011
5344,5344,5344,ENTREGADO,9/5/2011
5345,5345,5345,EN PROCESO,9/6/2011
5346,5346,5346,EN PROCESO,9/7/2011
5347,5347,5347,ENTREGADO,9/8/2011
5348,5348,5348,EN PROCESO,9/9/2011
5349,5349,5349,ENTREGADO,9/10/2011
5350,5350,5350,EN PROCESO,9/11/2011
5351,5351,5351,EN PROCESO,9/12/2011
5352,5352,5352,ENTREGADO,9/13/2011
5353,5353,5353,EN PROCESO,9/14/2011
5354,5354,5354,ENTREGADO,9/15/2011
5355,5355,5355,EN PROCESO,9/16/2011
5356,5356,5356,EN PROCESO,9/17/2011
5357,5357,5357,ENTREGADO,9/18/2011
5358,5358,5358,EN PROCESO,9/19/2011
5359,5359,5359,ENTREGADO,9/20/2011
5360,5360,5360,EN PROCESO,9/21/2011
5361,5361,5361,EN PROCESO,9/22/2011
5362,5362,5362,ENTREGADO,9/23/2011
5363,5363,5363,EN PROCESO,9/24/2011
5364,5364,5364,ENTREGADO,9/25/2011
5365,5365,5365,EN PROCESO,9/26/2011
5366,5366,5366,EN PROCESO,9/27/2011
5367,5367,5367,ENTREGADO,9/28/2011
5368,5368,5368,EN PROCESO,9/29/2011
5369,5369,5369,ENTREGADO,9/30/2011
5370,5370,5370,EN PROCESO,10/1/2011
5371,5371,5371,EN PROCESO,10/2/2011
5372,5372,5372,ENTREGADO,10/3/2011
5373,5373,5373,EN PROCESO,10/4/2011
5374,5374,5374,ENTREGADO,10/5/2011
5375,5375,5375,EN PROCESO,10/6/2011
5376,5376,5376,EN PROCESO,10/7/2011
5377,5377,5377,ENTREGADO,10/8/2011
5378,5378,5378,EN PROCESO,10/9/2011
5379,5379,5379,ENTREGADO,10/10/2011
5380,5380,5380,EN PROCESO,10/11/2011
5381,5381,5381,EN PROCESO,10/12/2011
5382,5382,5382,ENTREGADO,10/13/2011
5383,5383,5383,EN PROCESO,10/14/2011
5384,5384,5384,ENTREGADO,10/15/2011
5385,5385,5385,EN PROCESO,10/16/2011
5386,5386,5386,EN PROCESO,10/17/2011
5387,5387,5387,ENTREGADO,10/18/2011
5388,5388,5388,EN PROCESO,10/19/2011
5389,5389,5389,ENTREGADO,10/20/2011
5390,5390,5390,EN PROCESO,10/21/2011
5391,5391,5391,EN PROCESO,10/22/2011
5392,5392,5392,ENTREGADO,10/23/2011
5393,5393,5393,EN PROCESO,10/24/2011
5394,5394,5394,ENTREGADO,10/25/2011
5395,5395,5395,EN PROCESO,10/26/2011
5396,5396,5396,EN PROCESO,10/27/2011
5397,5397,5397,ENTREGADO,10/28/2011
5398,5398,5398,EN PROCESO,10/29/2011
5399,5399,5399,ENTREGADO,10/30/2011
5400,5400,5400,EN PROCESO,10/31/2011
5401,5401,5401,EN PROCESO,11/1/2011
5402,5402,5402,ENTREGADO,11/2/2011
5403,5403,5403,EN PROCESO,11/3/2011
5404,5404,5404,ENTREGADO,11/4/2011
5405,5405,5405,EN PROCESO,11/5/2011
5406,5406,5406,EN PROCESO,11/6/2011
5407,5407,5407,ENTREGADO,11/7/2011
5408,5408,5408,EN PROCESO,11/8/2011
5409,5409,5409,ENTREGADO,11/9/2011
5410,5410,5410,EN PROCESO,11/10/2011
5411,5411,5411,EN PROCESO,11/11/2011
5412,5412,5412,ENTREGADO,11/12/2011
5413,5413,5413,EN PROCESO,11/13/2011
5414,5414,5414,ENTREGADO,11/14/2011
5415,5415,5415,EN PROCESO,11/15/2011
5416,5416,5416,EN PROCESO,11/16/2011
5417,5417,5417,ENTREGADO,11/17/2011
5418,5418,5418,EN PROCESO,11/18/2011
5419,5419,5419,ENTREGADO,11/19/2011
5420,5420,5420,EN PROCESO,11/20/2011
5421,5421,5421,EN PROCESO,11/21/2011
5422,5422,5422,ENTREGADO,11/22/2011
5423,5423,5423,EN PROCESO,11/23/2011
5424,5424,5424,ENTREGADO,11/24/2011
5425,5425,5425,EN PROCESO,11/25/2011
5426,5426,5426,EN PROCESO,11/26/2011
5427,5427,5427,ENTREGADO,11/27/2011
5428,5428,5428,EN PROCESO,11/28/2011
5429,5429,5429,ENTREGADO,11/29/2011
5430,5430,5430,EN PROCESO,11/30/2011
5431,5431,5431,EN PROCESO,12/1/2011
5432,5432,5432,ENTREGADO,12/2/2011
5433,5433,5433,EN PROCESO,12/3/2011
5434,5434,5434,ENTREGADO,12/4/2011
5435,5435,5435,EN PROCESO,12/5/2011
5436,5436,5436,EN PROCESO,12/6/2011
5437,5437,5437,ENTREGADO,12/7/2011
5438,5438,5438,EN PROCESO,12/8/2011
5439,5439,5439,ENTREGADO,12/9/2011
5440,5440,5440,EN PROCESO,12/10/2011
5441,5441,5441,EN PROCESO,12/11/2011
5442,5442,5442,ENTREGADO,12/12/2011
5443,5443,5443,EN PROCESO,12/13/2011
5444,5444,5444,ENTREGADO,12/14/2011
5445,5445,5445,EN PROCESO,12/15/2011
5446,5446,5446,EN PROCESO,12/16/2011
5447,5447,5447,ENTREGADO,12/17/2011
5448,5448,5448,EN PROCESO,12/18/2011
5449,5449,5449,ENTREGADO,12/19/2011
5450,5450,5450,EN PROCESO,12/20/2011
5451,5451,5451,EN PROCESO,12/21/2011
5452,5452,5452,ENTREGADO,12/22/2011
5453,5453,5453,EN PROCESO,12/23/2011
5454,5454,5454,ENTREGADO,12/24/2011
5455,5455,5455,EN PROCESO,12/25/2011
5456,5456,5456,EN PROCESO,12/26/2011
5457,5457,5457,ENTREGADO,12/27/2011
5458,5458,5458,EN PROCESO,12/28/2011
5459,5459,5459,ENTREGADO,12/29/2011
5460,5460,5460,EN PROCESO,12/30/2011
5461,5461,5461,EN PROCESO,12/31/2011
5462,5462,5462,ENTREGADO,1/1/2012
5463,5463,5463,EN PROCESO,1/2/2012
5464,5464,5464,ENTREGADO,1/3/2012
5465,5465,5465,EN PROCESO,1/4/2012
5466,5466,5466,EN PROCESO,1/5/2012
5467,5467,5467,ENTREGADO,1/6/2012
5468,5468,5468,EN PROCESO,1/7/2012
5469,5469,5469,ENTREGADO,1/8/2012
5470,5470,5470,EN PROCESO,1/9/2012
5471,5471,5471,EN PROCESO,1/10/2012
5472,5472,5472,ENTREGADO,1/11/2012
5473,5473,5473,EN PROCESO,1/12/2012
5474,5474,5474,ENTREGADO,1/13/2012
5475,5475,5475,EN PROCESO,1/14/2012
5476,5476,5476,EN PROCESO,1/15/2012
5477,5477,5477,ENTREGADO,1/16/2012
5478,5478,5478,EN PROCESO,1/17/2012
5479,5479,5479,ENTREGADO,1/18/2012
5480,5480,5480,EN PROCESO,1/19/2012
5481,5481,5481,EN PROCESO,1/20/2012
5482,5482,5482,ENTREGADO,1/21/2012
5483,5483,5483,EN PROCESO,1/22/2012
5484,5484,5484,ENTREGADO,1/23/2012
5485,5485,5485,EN PROCESO,1/24/2012
5486,5486,5486,EN PROCESO,1/25/2012
5487,5487,5487,ENTREGADO,1/26/2012
5488,5488,5488,EN PROCESO,1/27/2012
5489,5489,5489,ENTREGADO,1/28/2012
5490,5490,5490,EN PROCESO,1/29/2012
5491,5491,5491,EN PROCESO,1/30/2012
5492,5492,5492,ENTREGADO,1/31/2012
5493,5493,5493,EN PROCESO,2/1/2012
5494,5494,5494,ENTREGADO,2/2/2012
5495,5495,5495,EN PROCESO,2/3/2012
5496,5496,5496,EN PROCESO,2/4/2012
5497,5497,5497,ENTREGADO,2/5/2012
5498,5498,5498,EN PROCESO,2/6/2012
5499,5499,5499,ENTREGADO,2/7/2012
5500,5500,5500,EN PROCESO,2/8/2012
5501,5501,5501,EN PROCESO,2/9/2012
5502,5502,5502,ENTREGADO,2/10/2012
5503,5503,5503,EN PROCESO,2/11/2012
5504,5504,5504,ENTREGADO,2/12/2012
5505,5505,5505,EN PROCESO,2/13/2012
5506,5506,5506,EN PROCESO,2/14/2012
5507,5507,5507,ENTREGADO,2/15/2012
5508,5508,5508,EN PROCESO,2/16/2012
5509,5509,5509,ENTREGADO,2/17/2012
5510,5510,5510,EN PROCESO,2/18/2012
5511,5511,5511,EN PROCESO,2/19/2012
5512,5512,5512,ENTREGADO,2/20/2012
5513,5513,5513,EN PROCESO,2/21/2012
5514,5514,5514,ENTREGADO,2/22/2012
5515,5515,5515,EN PROCESO,2/23/2012
5516,5516,5516,EN PROCESO,2/24/2012
5517,5517,5517,ENTREGADO,2/25/2012
5518,5518,5518,EN PROCESO,2/26/2012
5519,5519,5519,ENTREGADO,2/27/2012
5520,5520,5520,EN PROCESO,2/28/2012
5521,5521,5521,EN PROCESO,2/29/2012
5522,5522,5522,ENTREGADO,3/1/2012
5523,5523,5523,EN PROCESO,3/2/2012
5524,5524,5524,ENTREGADO,3/3/2012
5525,5525,5525,EN PROCESO,3/4/2012
5526,5526,5526,EN PROCESO,3/5/2012
5527,5527,5527,ENTREGADO,3/6/2012
5528,5528,5528,EN PROCESO,3/7/2012
5529,5529,5529,ENTREGADO,3/8/2012
5530,5530,5530,EN PROCESO,3/9/2012
5531,5531,5531,EN PROCESO,3/10/2012
5532,5532,5532,ENTREGADO,3/11/2012
5533,5533,5533,EN PROCESO,3/12/2012
5534,5534,5534,ENTREGADO,3/13/2012
5535,5535,5535,EN PROCESO,3/14/2012
5536,5536,5536,EN PROCESO,3/15/2012
5537,5537,5537,ENTREGADO,3/16/2012
5538,5538,5538,EN PROCESO,3/17/2012
5539,5539,5539,ENTREGADO,3/18/2012
5540,5540,5540,EN PROCESO,3/19/2012
5541,5541,5541,EN PROCESO,3/20/2012
5542,5542,5542,ENTREGADO,3/21/2012
5543,5543,5543,EN PROCESO,3/22/2012
5544,5544,5544,ENTREGADO,3/23/2012
5545,5545,5545,EN PROCESO,3/24/2012
5546,5546,5546,EN PROCESO,3/25/2012
5547,5547,5547,ENTREGADO,3/26/2012
5548,5548,5548,EN PROCESO,3/27/2012
5549,5549,5549,ENTREGADO,3/28/2012
5550,5550,5550,EN PROCESO,3/29/2012
5551,5551,5551,EN PROCESO,3/30/2012
5552,5552,5552,ENTREGADO,3/31/2012
5553,5553,5553,EN PROCESO,4/1/2012
5554,5554,5554,ENTREGADO,4/2/2012
5555,5555,5555,EN PROCESO,4/3/2012
5556,5556,5556,EN PROCESO,4/4/2012
5557,5557,5557,ENTREGADO,4/5/2012
5558,5558,5558,EN PROCESO,4/6/2012
5559,5559,5559,ENTREGADO,4/7/2012
5560,5560,5560,EN PROCESO,4/8/2012
5561,5561,5561,EN PROCESO,4/9/2012
5562,5562,5562,ENTREGADO,4/10/2012
5563,5563,5563,EN PROCESO,4/11/2012
5564,5564,5564,ENTREGADO,4/12/2012
5565,5565,5565,EN PROCESO,4/13/2012
5566,5566,5566,EN PROCESO,4/14/2012
5567,5567,5567,ENTREGADO,4/15/2012
5568,5568,5568,EN PROCESO,4/16/2012
5569,5569,5569,ENTREGADO,4/17/2012
5570,5570,5570,EN PROCESO,4/18/2012
5571,5571,5571,EN PROCESO,4/19/2012
5572,5572,5572,ENTREGADO,4/20/2012
5573,5573,5573,EN PROCESO,4/21/2012
5574,5574,5574,ENTREGADO,4/22/2012
5575,5575,5575,EN PROCESO,4/23/2012
5576,5576,5576,EN PROCESO,4/24/2012
5577,5577,5577,ENTREGADO,4/25/2012
5578,5578,5578,EN PROCESO,4/26/2012
5579,5579,5579,ENTREGADO,4/27/2012
5580,5580,5580,EN PROCESO,4/28/2012
5581,5581,5581,EN PROCESO,4/29/2012
5582,5582,5582,ENTREGADO,4/30/2012
5583,5583,5583,EN PROCESO,5/1/2012
5584,5584,5584,ENTREGADO,5/2/2012
5585,5585,5585,EN PROCESO,5/3/2012
5586,5586,5586,EN PROCESO,5/4/2012
5587,5587,5587,ENTREGADO,5/5/2012
5588,5588,5588,EN PROCESO,5/6/2012
5589,5589,5589,ENTREGADO,5/7/2012
5590,5590,5590,EN PROCESO,5/8/2012
5591,5591,5591,EN PROCESO,5/9/2012
5592,5592,5592,ENTREGADO,5/10/2012
5593,5593,5593,EN PROCESO,5/11/2012
5594,5594,5594,ENTREGADO,5/12/2012
5595,5595,5595,EN PROCESO,5/13/2012
5596,5596,5596,EN PROCESO,5/14/2012
5597,5597,5597,ENTREGADO,5/15/2012
5598,5598,5598,EN PROCESO,5/16/2012
5599,5599,5599,ENTREGADO,5/17/2012
5600,5600,5600,EN PROCESO,5/18/2012
5601,5601,5601,EN PROCESO,5/19/2012
5602,5602,5602,ENTREGADO,5/20/2012
5603,5603,5603,EN PROCESO,5/21/2012
5604,5604,5604,ENTREGADO,5/22/2012
5605,5605,5605,EN PROCESO,5/23/2012
5606,5606,5606,EN PROCESO,5/24/2012
5607,5607,5607,ENTREGADO,5/25/2012
5608,5608,5608,EN PROCESO,5/26/2012
5609,5609,5609,ENTREGADO,5/27/2012
5610,5610,5610,EN PROCESO,5/28/2012
5611,5611,5611,EN PROCESO,5/29/2012
5612,5612,5612,ENTREGADO,5/30/2012
5613,5613,5613,EN PROCESO,5/31/2012
5614,5614,5614,ENTREGADO,6/1/2012
5615,5615,5615,EN PROCESO,6/2/2012
5616,5616,5616,EN PROCESO,6/3/2012
5617,5617,5617,ENTREGADO,6/4/2012
5618,5618,5618,EN PROCESO,6/5/2012
5619,5619,5619,ENTREGADO,6/6/2012
5620,5620,5620,EN PROCESO,6/7/2012
5621,5621,5621,EN PROCESO,6/8/2012
5622,5622,5622,ENTREGADO,6/9/2012
5623,5623,5623,EN PROCESO,6/10/2012
5624,5624,5624,ENTREGADO,6/11/2012
5625,5625,5625,EN PROCESO,6/12/2012
5626,5626,5626,EN PROCESO,6/13/2012
5627,5627,5627,ENTREGADO,6/14/2012
5628,5628,5628,EN PROCESO,6/15/2012
5629,5629,5629,ENTREGADO,6/16/2012
5630,5630,5630,EN PROCESO,6/17/2012
5631,5631,5631,EN PROCESO,6/18/2012
5632,5632,5632,ENTREGADO,6/19/2012
5633,5633,5633,EN PROCESO,6/20/2012
5634,5634,5634,ENTREGADO,6/21/2012
5635,5635,5635,EN PROCESO,6/22/2012
5636,5636,5636,EN PROCESO,6/23/2012
5637,5637,5637,ENTREGADO,6/24/2012
5638,5638,5638,EN PROCESO,6/25/2012
5639,5639,5639,ENTREGADO,6/26/2012
5640,5640,5640,EN PROCESO,6/27/2012
5641,5641,5641,EN PROCESO,6/28/2012
5642,5642,5642,ENTREGADO,6/29/2012
5643,5643,5643,EN PROCESO,6/30/2012
5644,5644,5644,ENTREGADO,7/1/2012
5645,5645,5645,EN PROCESO,7/2/2012
5646,5646,5646,EN PROCESO,7/3/2012
5647,5647,5647,ENTREGADO,7/4/2012
5648,5648,5648,EN PROCESO,7/5/2012
5649,5649,5649,ENTREGADO,7/6/2012
5650,5650,5650,EN PROCESO,7/7/2012
5651,5651,5651,EN PROCESO,7/8/2012
5652,5652,5652,ENTREGADO,7/9/2012
5653,5653,5653,EN PROCESO,7/10/2012
5654,5654,5654,ENTREGADO,7/11/2012
5655,5655,5655,EN PROCESO,7/12/2012
5656,5656,5656,EN PROCESO,7/13/2012
5657,5657,5657,ENTREGADO,7/14/2012
5658,5658,5658,EN PROCESO,7/15/2012
5659,5659,5659,ENTREGADO,7/16/2012
5660,5660,5660,EN PROCESO,7/17/2012
5661,5661,5661,EN PROCESO,7/18/2012
5662,5662,5662,ENTREGADO,7/19/2012
5663,5663,5663,EN PROCESO,7/20/2012
5664,5664,5664,ENTREGADO,7/21/2012
5665,5665,5665,EN PROCESO,7/22/2012
5666,5666,5666,EN PROCESO,7/23/2012
5667,5667,5667,ENTREGADO,7/24/2012
5668,5668,5668,EN PROCESO,7/25/2012
5669,5669,5669,ENTREGADO,7/26/2012
5670,5670,5670,EN PROCESO,7/27/2012
5671,5671,5671,EN PROCESO,7/28/2012
5672,5672,5672,ENTREGADO,7/29/2012
5673,5673,5673,EN PROCESO,7/30/2012
5674,5674,5674,ENTREGADO,7/31/2012
5675,5675,5675,EN PROCESO,8/1/2012
5676,5676,5676,EN PROCESO,8/2/2012
5677,5677,5677,ENTREGADO,8/3/2012
5678,5678,5678,EN PROCESO,8/4/2012
5679,5679,5679,ENTREGADO,8/5/2012
5680,5680,5680,EN PROCESO,8/6/2012
5681,5681,5681,EN PROCESO,8/7/2012
5682,5682,5682,ENTREGADO,8/8/2012
5683,5683,5683,EN PROCESO,8/9/2012
