"IDINVENTARIO","IDPROVEEDOR","IDINGREDIENTE","CANTIDAD","ESTADO"
1478,34,1478,4,"DISPONIBLE"
1479,35,1479,1,"AGOTADO"
1480,36,1480,6,"DISPONIBLE"
1481,37,1481,2,"DISPONIBLE"
1482,38,1482,7,"AGOTADO"
1483,1,1483,4,"DISPONIBLE"
1484,2,1484,1,"AGOTADO"
1485,3,1485,6,"DISPONIBLE"
1486,4,1486,2,"DISPONIBLE"
1487,5,1487,7,"AGOTADO"
1488,6,1488,4,"DISPONIBLE"
1489,7,1489,1,"AGOTADO"
1490,8,1490,6,"DISPONIBLE"
1491,9,1491,2,"DISPONIBLE"
1492,10,1492,7,"AGOTADO"
1493,11,1493,4,"DISPONIBLE"
1494,12,1494,1,"AGOTADO"
1495,13,1495,6,"DISPONIBLE"
1496,14,1496,2,"DISPONIBLE"
1497,15,1497,7,"AGOTADO"
1498,16,1498,4,"DISPONIBLE"
1499,17,1499,1,"AGOTADO"
1500,18,1500,6,"DISPONIBLE"
1501,19,1501,2,"DISPONIBLE"
1502,20,1502,7,"AGOTADO"
1503,21,1503,4,"DISPONIBLE"
1504,22,1504,1,"AGOTADO"
1505,23,1505,6,"DISPONIBLE"
1506,24,1506,2,"DISPONIBLE"
1507,25,1507,7,"AGOTADO"
1508,26,1508,4,"DISPONIBLE"
1509,27,1509,1,"AGOTADO"
1510,28,1510,6,"DISPONIBLE"
1511,29,1511,2,"DISPONIBLE"
1512,30,1512,7,"AGOTADO"
1513,31,1513,4,"DISPONIBLE"
1514,32,1514,1,"AGOTADO"
1515,33,1515,6,"DISPONIBLE"
1516,34,1516,2,"DISPONIBLE"
1517,35,1517,7,"AGOTADO"
1518,36,1518,4,"DISPONIBLE"
1519,37,1519,1,"AGOTADO"
1520,38,1520,6,"DISPONIBLE"
1521,1,1521,2,"DISPONIBLE"
1522,2,1522,7,"AGOTADO"
1523,3,1523,4,"DISPONIBLE"
1524,4,1524,1,"AGOTADO"
1525,5,1525,6,"DISPONIBLE"
1526,6,1526,2,"DISPONIBLE"
1527,7,1527,7,"AGOTADO"
1528,8,1528,4,"DISPONIBLE"
1529,9,1529,1,"AGOTADO"
1530,10,1530,6,"DISPONIBLE"
1531,11,1531,2,"DISPONIBLE"
1532,12,1532,7,"AGOTADO"
1533,13,1533,4,"DISPONIBLE"
1534,14,1534,1,"AGOTADO"
1535,15,1535,6,"DISPONIBLE"
1536,16,1536,2,"DISPONIBLE"
1537,17,1537,7,"AGOTADO"
1538,18,1538,4,"DISPONIBLE"
1539,19,1539,1,"AGOTADO"
1540,20,1540,6,"DISPONIBLE"
1541,21,1541,2,"DISPONIBLE"
1542,22,1542,7,"AGOTADO"
1543,23,1543,4,"DISPONIBLE"
1544,24,1544,1,"AGOTADO"
1545,25,1545,6,"DISPONIBLE"
1546,26,1546,2,"DISPONIBLE"
1547,27,1547,7,"AGOTADO"
1548,28,1548,4,"DISPONIBLE"
1549,29,1549,1,"AGOTADO"
1550,30,1550,6,"DISPONIBLE"
1551,31,1551,2,"DISPONIBLE"
1552,32,1552,7,"AGOTADO"
1553,33,1553,4,"DISPONIBLE"
1554,34,1554,1,"AGOTADO"
1555,35,1555,6,"DISPONIBLE"
1556,36,1556,2,"DISPONIBLE"
1557,37,1557,7,"AGOTADO"
1558,38,1558,4,"DISPONIBLE"
1559,1,1559,1,"AGOTADO"
1560,2,1560,6,"DISPONIBLE"
1561,3,1561,2,"DISPONIBLE"
1562,4,1562,7,"AGOTADO"
1563,5,1563,4,"DISPONIBLE"
1564,6,1564,1,"AGOTADO"
1565,7,1565,6,"DISPONIBLE"
1566,8,1566,2,"DISPONIBLE"
1567,9,1567,7,"AGOTADO"
1568,10,1568,4,"DISPONIBLE"
1569,11,1569,1,"AGOTADO"
1570,12,1570,6,"DISPONIBLE"
1571,13,1571,2,"DISPONIBLE"
1572,14,1572,7,"AGOTADO"
1573,15,1573,4,"DISPONIBLE"
1574,16,1574,1,"AGOTADO"
1575,17,1575,6,"DISPONIBLE"
1576,18,1576,2,"DISPONIBLE"
1577,19,1577,7,"AGOTADO"
1578,20,1578,4,"DISPONIBLE"
1579,21,1579,1,"AGOTADO"
1580,22,1580,6,"DISPONIBLE"
1581,23,1581,2,"DISPONIBLE"
1582,24,1582,7,"AGOTADO"
1583,25,1583,4,"DISPONIBLE"
1584,26,1584,1,"AGOTADO"
1585,27,1585,6,"DISPONIBLE"
1586,28,1586,2,"DISPONIBLE"
1587,29,1587,7,"AGOTADO"
1588,30,1588,4,"DISPONIBLE"
1589,31,1589,1,"AGOTADO"
1590,32,1590,6,"DISPONIBLE"
1591,33,1591,2,"DISPONIBLE"
1592,34,1592,7,"AGOTADO"
1593,35,1593,4,"DISPONIBLE"
1594,36,1594,1,"AGOTADO"
1595,37,1595,6,"DISPONIBLE"
1596,38,1596,2,"DISPONIBLE"
1597,1,1597,7,"AGOTADO"
1598,2,1598,4,"DISPONIBLE"
1599,3,1599,1,"AGOTADO"
1600,4,1600,6,"DISPONIBLE"
1601,5,1601,2,"DISPONIBLE"
1602,6,1602,7,"AGOTADO"
1603,7,1603,4,"DISPONIBLE"
1604,8,1604,1,"AGOTADO"
1605,9,1605,6,"DISPONIBLE"
1606,10,1606,2,"DISPONIBLE"
1607,11,1607,7,"AGOTADO"
1608,12,1608,4,"DISPONIBLE"
1609,13,1609,1,"AGOTADO"
1610,14,1610,6,"DISPONIBLE"
1611,15,1611,2,"DISPONIBLE"
1612,16,1612,7,"AGOTADO"
1613,17,1613,4,"DISPONIBLE"
1614,18,1614,1,"AGOTADO"
1615,19,1615,6,"DISPONIBLE"
1616,20,1616,2,"DISPONIBLE"
1617,21,1617,7,"AGOTADO"
1618,22,1618,4,"DISPONIBLE"
1619,23,1619,1,"AGOTADO"
1620,24,1620,6,"DISPONIBLE"
1621,25,1621,2,"DISPONIBLE"
1622,26,1622,7,"AGOTADO"
1623,27,1623,4,"DISPONIBLE"
1624,28,1624,1,"AGOTADO"
1625,29,1625,6,"DISPONIBLE"
1626,30,1626,2,"DISPONIBLE"
1627,31,1627,7,"AGOTADO"
1628,32,1628,4,"DISPONIBLE"
1629,33,1629,1,"AGOTADO"
1630,34,1630,6,"DISPONIBLE"
1631,35,1631,2,"DISPONIBLE"
1632,36,1632,7,"AGOTADO"
1633,37,1633,4,"DISPONIBLE"
1634,38,1634,1,"AGOTADO"
1635,1,1635,6,"DISPONIBLE"
1636,2,1636,2,"DISPONIBLE"
1637,3,1637,7,"AGOTADO"
1638,4,1638,4,"DISPONIBLE"
1639,5,1639,1,"AGOTADO"
1640,6,1640,6,"DISPONIBLE"
1641,7,1641,2,"DISPONIBLE"
1642,8,1642,7,"AGOTADO"
1643,9,1643,4,"DISPONIBLE"
1644,10,1644,1,"AGOTADO"
1645,11,1645,6,"DISPONIBLE"
1646,12,1646,2,"DISPONIBLE"
1647,13,1647,7,"AGOTADO"
1648,14,1648,4,"DISPONIBLE"
1649,15,1649,1,"AGOTADO"
1650,16,1650,6,"DISPONIBLE"
1651,17,1651,2,"DISPONIBLE"
1652,18,1652,7,"AGOTADO"
1653,19,1653,4,"DISPONIBLE"
1654,20,1654,1,"AGOTADO"
1655,21,1655,6,"DISPONIBLE"
1656,22,1656,2,"DISPONIBLE"
1657,23,1657,7,"AGOTADO"
1658,24,1658,4,"DISPONIBLE"
1659,25,1659,1,"AGOTADO"
1660,26,1660,6,"DISPONIBLE"
1661,27,1661,2,"DISPONIBLE"
1662,28,1662,7,"AGOTADO"
1663,29,1663,4,"DISPONIBLE"
1664,30,1664,1,"AGOTADO"
1665,31,1665,6,"DISPONIBLE"
1666,32,1666,2,"DISPONIBLE"
1667,33,1667,7,"AGOTADO"
1668,34,1668,4,"DISPONIBLE"
1669,35,1669,1,"AGOTADO"
1670,36,1670,6,"DISPONIBLE"
1671,37,1671,2,"DISPONIBLE"
1672,38,1672,7,"AGOTADO"
1673,1,1673,4,"DISPONIBLE"
1674,2,1674,1,"AGOTADO"
1675,3,1675,6,"DISPONIBLE"
1676,4,1676,2,"DISPONIBLE"
1677,5,1677,7,"AGOTADO"
1678,6,1678,4,"DISPONIBLE"
1679,7,1679,1,"AGOTADO"
1680,8,1680,6,"DISPONIBLE"
1681,9,1681,2,"DISPONIBLE"
1682,10,1682,7,"AGOTADO"
1683,11,1683,4,"DISPONIBLE"
1684,12,1684,1,"AGOTADO"
1685,13,1685,6,"DISPONIBLE"
1686,14,1686,2,"DISPONIBLE"
1687,15,1687,7,"AGOTADO"
1688,16,1688,4,"DISPONIBLE"
1689,17,1689,1,"AGOTADO"
1690,18,1690,6,"DISPONIBLE"
1691,19,1691,2,"DISPONIBLE"
1692,20,1692,7,"AGOTADO"
1693,21,1693,4,"DISPONIBLE"
1694,22,1694,1,"AGOTADO"
1695,23,1695,6,"DISPONIBLE"
1696,24,1696,2,"DISPONIBLE"
1697,25,1697,7,"AGOTADO"
1698,26,1698,4,"DISPONIBLE"
1699,27,1699,1,"AGOTADO"
1700,28,1700,6,"DISPONIBLE"
1701,29,1701,2,"DISPONIBLE"
1702,30,1702,7,"AGOTADO"
1703,31,1703,4,"DISPONIBLE"
1704,32,1704,1,"AGOTADO"
1705,33,1705,6,"DISPONIBLE"
1706,34,1706,2,"DISPONIBLE"
1707,35,1707,7,"AGOTADO"
1708,36,1708,4,"DISPONIBLE"
1709,37,1709,1,"AGOTADO"
1710,38,1710,6,"DISPONIBLE"
1711,1,1711,2,"DISPONIBLE"
1712,2,1712,7,"AGOTADO"
1713,3,1713,4,"DISPONIBLE"
1714,4,1714,1,"AGOTADO"
1715,5,1715,6,"DISPONIBLE"
1716,6,1716,2,"DISPONIBLE"
1717,7,1717,7,"AGOTADO"
1718,8,1718,4,"DISPONIBLE"
1719,9,1719,1,"AGOTADO"
1720,10,1720,6,"DISPONIBLE"
1721,11,1721,2,"DISPONIBLE"
1722,12,1722,7,"AGOTADO"
1723,13,1723,4,"DISPONIBLE"
1724,14,1724,1,"AGOTADO"
1725,15,1725,6,"DISPONIBLE"
1726,16,1726,2,"DISPONIBLE"
1727,17,1727,7,"AGOTADO"
1728,18,1728,4,"DISPONIBLE"
1729,19,1729,1,"AGOTADO"
1730,20,1730,6,"DISPONIBLE"
1731,21,1731,2,"DISPONIBLE"
1732,22,1732,7,"AGOTADO"
1733,23,1733,4,"DISPONIBLE"
1734,24,1734,1,"AGOTADO"
1735,25,1735,6,"DISPONIBLE"
1736,26,1736,2,"DISPONIBLE"
1737,27,1737,7,"AGOTADO"
1738,28,1738,4,"DISPONIBLE"
1739,29,1739,1,"AGOTADO"
1740,30,1740,6,"DISPONIBLE"
1741,31,1741,2,"DISPONIBLE"
1742,32,1742,7,"AGOTADO"
1743,33,1743,4,"DISPONIBLE"
1744,34,1744,1,"AGOTADO"
1745,35,1745,6,"DISPONIBLE"
1746,36,1746,2,"DISPONIBLE"
1747,37,1747,7,"AGOTADO"
1748,38,1748,4,"DISPONIBLE"
1749,1,1749,1,"AGOTADO"
1750,2,1750,6,"DISPONIBLE"
1751,3,1751,2,"DISPONIBLE"
1752,4,1752,7,"AGOTADO"
1753,5,1753,4,"DISPONIBLE"
1754,6,1754,1,"AGOTADO"
1755,7,1755,6,"DISPONIBLE"
1756,8,1756,2,"DISPONIBLE"
1757,9,1757,7,"AGOTADO"
1758,10,1758,4,"DISPONIBLE"
1759,11,1759,1,"AGOTADO"
1760,12,1760,6,"DISPONIBLE"
1761,13,1761,2,"DISPONIBLE"
1762,14,1762,7,"AGOTADO"
1763,15,1763,4,"DISPONIBLE"
1764,16,1764,1,"AGOTADO"
1765,17,1765,6,"DISPONIBLE"
1766,18,1766,2,"DISPONIBLE"
1767,19,1767,7,"AGOTADO"
1768,20,1768,4,"DISPONIBLE"
1769,21,1769,1,"AGOTADO"
1770,22,1770,6,"DISPONIBLE"
1771,23,1771,2,"DISPONIBLE"
1772,24,1772,7,"AGOTADO"
1773,25,1773,4,"DISPONIBLE"
1774,26,1774,1,"AGOTADO"
1775,27,1775,6,"DISPONIBLE"
1776,28,1776,2,"DISPONIBLE"
1777,29,1777,7,"AGOTADO"
1778,30,1778,4,"DISPONIBLE"
1779,31,1779,1,"AGOTADO"
1780,32,1780,6,"DISPONIBLE"
1781,33,1781,2,"DISPONIBLE"
1782,34,1782,7,"AGOTADO"
1783,35,1783,4,"DISPONIBLE"
1784,36,1784,1,"AGOTADO"
1785,37,1785,6,"DISPONIBLE"
1786,38,1786,2,"DISPONIBLE"
1787,1,1787,7,"AGOTADO"
1788,2,1788,4,"DISPONIBLE"
1789,3,1789,1,"AGOTADO"
1790,4,1790,6,"DISPONIBLE"
1791,5,1791,2,"DISPONIBLE"
1792,6,1792,7,"AGOTADO"
1793,7,1793,4,"DISPONIBLE"
1794,8,1794,1,"AGOTADO"
1795,9,1795,6,"DISPONIBLE"
1796,10,1796,2,"DISPONIBLE"
1797,11,1797,7,"AGOTADO"
1798,12,1798,4,"DISPONIBLE"
1799,13,1799,1,"AGOTADO"
1800,14,1800,6,"DISPONIBLE"
1801,15,1801,2,"DISPONIBLE"
1802,16,1802,7,"AGOTADO"
1803,17,1803,4,"DISPONIBLE"
1804,18,1804,1,"AGOTADO"
1805,19,1805,6,"DISPONIBLE"
1806,20,1806,2,"DISPONIBLE"
1807,21,1807,7,"AGOTADO"
1808,22,1808,4,"DISPONIBLE"
1809,23,1809,1,"AGOTADO"
1810,24,1810,6,"DISPONIBLE"
1811,25,1811,2,"DISPONIBLE"
1812,26,1812,7,"AGOTADO"
1813,27,1813,4,"DISPONIBLE"
1814,28,1814,1,"AGOTADO"
1815,29,1815,6,"DISPONIBLE"
1816,30,1816,2,"DISPONIBLE"
1817,31,1817,7,"AGOTADO"
1818,32,1818,4,"DISPONIBLE"
1819,33,1819,1,"AGOTADO"
1820,34,1820,6,"DISPONIBLE"
1821,35,1821,2,"DISPONIBLE"
1822,36,1822,7,"AGOTADO"
1823,37,1823,4,"DISPONIBLE"
1824,38,1824,1,"AGOTADO"
1825,1,1825,6,"DISPONIBLE"
1826,2,1826,2,"DISPONIBLE"
1827,3,1827,7,"AGOTADO"
1828,4,1828,4,"DISPONIBLE"
1829,5,1829,1,"AGOTADO"
1830,6,1830,6,"DISPONIBLE"
1831,7,1831,2,"DISPONIBLE"
1832,8,1832,7,"AGOTADO"
1833,9,1833,4,"DISPONIBLE"
1834,10,1834,1,"AGOTADO"
1835,11,1835,6,"DISPONIBLE"
1836,12,1836,2,"DISPONIBLE"
1837,13,1837,7,"AGOTADO"
1838,14,1838,4,"DISPONIBLE"
1839,15,1839,1,"AGOTADO"
1840,16,1840,6,"DISPONIBLE"
1841,17,1841,2,"DISPONIBLE"
1842,18,1842,7,"AGOTADO"
1843,19,1843,4,"DISPONIBLE"
1844,20,1844,1,"AGOTADO"
1845,21,1845,6,"DISPONIBLE"
1846,22,1846,2,"DISPONIBLE"
1847,23,1847,7,"AGOTADO"
1848,24,1848,4,"DISPONIBLE"
1849,25,1849,1,"AGOTADO"
1850,26,1850,6,"DISPONIBLE"
1851,27,1851,2,"DISPONIBLE"
1852,28,1852,7,"AGOTADO"
1853,29,1853,4,"DISPONIBLE"
1854,30,1854,1,"AGOTADO"
1855,31,1855,6,"DISPONIBLE"
1856,32,1856,2,"DISPONIBLE"
1857,33,1857,7,"AGOTADO"
1858,34,1858,4,"DISPONIBLE"
1859,35,1859,1,"AGOTADO"
1860,36,1860,6,"DISPONIBLE"
1861,37,1861,2,"DISPONIBLE"
1862,38,1862,7,"AGOTADO"
1863,1,1863,4,"DISPONIBLE"
1864,2,1864,1,"AGOTADO"
1865,3,1865,6,"DISPONIBLE"
1866,4,1866,2,"DISPONIBLE"
1867,5,1867,7,"AGOTADO"
1868,6,1868,4,"DISPONIBLE"
1869,7,1869,1,"AGOTADO"
1870,8,1870,6,"DISPONIBLE"
1871,9,1871,2,"DISPONIBLE"
1872,10,1872,7,"AGOTADO"
1873,11,1873,4,"DISPONIBLE"
1874,12,1874,1,"AGOTADO"
1875,13,1875,6,"DISPONIBLE"
1876,14,1876,2,"DISPONIBLE"
1877,15,1877,7,"AGOTADO"
1878,16,1878,4,"DISPONIBLE"
1879,17,1879,1,"AGOTADO"
1880,18,1880,6,"DISPONIBLE"
1881,19,1881,2,"DISPONIBLE"
1882,20,1882,7,"AGOTADO"
1883,21,1883,4,"DISPONIBLE"
1884,22,1884,1,"AGOTADO"
1885,23,1885,6,"DISPONIBLE"
1886,24,1886,2,"DISPONIBLE"
1887,25,1887,7,"AGOTADO"
1888,26,1888,4,"DISPONIBLE"
1889,27,1889,1,"AGOTADO"
1890,28,1890,6,"DISPONIBLE"
1891,29,1891,2,"DISPONIBLE"
1892,30,1892,7,"AGOTADO"
1893,31,1893,4,"DISPONIBLE"
1894,32,1894,1,"AGOTADO"
1895,33,1895,6,"DISPONIBLE"
1896,34,1896,2,"DISPONIBLE"
1897,35,1897,7,"AGOTADO"
1898,36,1898,4,"DISPONIBLE"
1899,37,1899,1,"AGOTADO"
1900,38,1900,6,"DISPONIBLE"
1901,1,1901,2,"DISPONIBLE"
1902,2,1902,7,"AGOTADO"
1903,3,1903,4,"DISPONIBLE"
1904,4,1904,1,"AGOTADO"
1905,5,1905,6,"DISPONIBLE"
1906,6,1906,2,"DISPONIBLE"
1907,7,1907,7,"AGOTADO"
1908,8,1908,4,"DISPONIBLE"
1909,9,1909,1,"AGOTADO"
1910,10,1910,6,"DISPONIBLE"
1911,11,1911,2,"DISPONIBLE"
1912,12,1912,7,"AGOTADO"
1913,13,1913,4,"DISPONIBLE"
1914,14,1914,1,"AGOTADO"
1915,15,1915,6,"DISPONIBLE"
1916,16,1916,2,"DISPONIBLE"
1917,17,1917,7,"AGOTADO"
1918,18,1918,4,"DISPONIBLE"
1919,19,1919,1,"AGOTADO"
1920,20,1920,6,"DISPONIBLE"
1921,21,1921,2,"DISPONIBLE"
1922,22,1922,7,"AGOTADO"
1923,23,1923,4,"DISPONIBLE"
1924,24,1924,1,"AGOTADO"
1925,25,1925,6,"DISPONIBLE"
1926,26,1926,2,"DISPONIBLE"
1927,27,1927,7,"AGOTADO"
1928,28,1928,4,"DISPONIBLE"
1929,29,1929,1,"AGOTADO"
1930,30,1930,6,"DISPONIBLE"
1931,31,1931,2,"DISPONIBLE"
1932,32,1932,7,"AGOTADO"
1933,33,1933,4,"DISPONIBLE"
1934,34,1934,1,"AGOTADO"
1935,35,1935,6,"DISPONIBLE"
1936,36,1936,2,"DISPONIBLE"
1937,37,1937,7,"AGOTADO"
1938,38,1938,4,"DISPONIBLE"
1939,1,1939,1,"AGOTADO"
1940,2,1940,6,"DISPONIBLE"
1941,3,1941,2,"DISPONIBLE"
1942,4,1942,7,"AGOTADO"
1943,5,1943,4,"DISPONIBLE"
1944,6,1944,1,"AGOTADO"
1945,7,1945,6,"DISPONIBLE"
1946,8,1946,2,"DISPONIBLE"
1947,9,1947,7,"AGOTADO"
1948,10,1948,4,"DISPONIBLE"
1949,11,1949,1,"AGOTADO"
1950,12,1950,2,"DISPONIBLE"
1951,13,1951,7,"DISPONIBLE"
1952,14,1952,4,"AGOTADO"
1953,15,1953,1,"DISPONIBLE"
1954,16,1954,6,"AGOTADO"
1955,17,1955,2,"DISPONIBLE"
1956,18,1956,7,"DISPONIBLE"
1957,19,1957,4,"AGOTADO"
1958,20,1958,1,"DISPONIBLE"
1959,21,1959,6,"AGOTADO"
1960,22,1960,2,"DISPONIBLE"
1961,23,1961,7,"DISPONIBLE"
1962,24,1962,4,"AGOTADO"
1963,25,1963,1,"DISPONIBLE"
1964,26,1964,6,"AGOTADO"
1965,27,1965,2,"DISPONIBLE"
1966,28,1966,7,"DISPONIBLE"
1967,29,1967,4,"AGOTADO"
1968,30,1968,1,"DISPONIBLE"
1969,31,1969,6,"AGOTADO"
1970,32,1970,2,"DISPONIBLE"
1971,33,1971,7,"DISPONIBLE"
1972,34,1972,4,"AGOTADO"
1973,35,1973,1,"DISPONIBLE"
1974,36,1974,6,"AGOTADO"
1975,37,1975,2,"DISPONIBLE"
1976,38,1976,7,"DISPONIBLE"
1977,1,1977,4,"AGOTADO"
1978,2,1978,1,"DISPONIBLE"
1979,3,1979,6,"AGOTADO"
1980,4,1980,2,"DISPONIBLE"
1981,5,1981,7,"DISPONIBLE"
1982,6,1982,4,"AGOTADO"
1983,7,1983,1,"DISPONIBLE"
1984,8,1984,6,"AGOTADO"
1985,9,1985,2,"DISPONIBLE"
1986,10,1986,7,"DISPONIBLE"
1987,11,1987,4,"AGOTADO"
1988,12,1988,1,"DISPONIBLE"
1989,13,1989,6,"AGOTADO"
1990,14,1990,2,"DISPONIBLE"
1991,15,1991,7,"DISPONIBLE"
1992,16,1992,4,"AGOTADO"
1993,17,1993,1,"DISPONIBLE"
1994,18,1994,6,"AGOTADO"
1995,19,1995,2,"DISPONIBLE"
1996,20,1996,7,"DISPONIBLE"
1997,21,1997,4,"AGOTADO"
1998,22,1998,1,"DISPONIBLE"
1999,23,1999,6,"AGOTADO"
2000,24,2000,2,"DISPONIBLE"
2001,25,2001,7,"DISPONIBLE"
2002,26,2002,4,"AGOTADO"
2003,27,2003,1,"DISPONIBLE"
2004,28,2004,6,"AGOTADO"
2005,29,2005,2,"DISPONIBLE"
2006,30,2006,7,"DISPONIBLE"
2007,31,2007,4,"AGOTADO"
2008,32,2008,1,"DISPONIBLE"
2009,33,2009,6,"AGOTADO"
2010,34,2010,2,"DISPONIBLE"
2011,35,2011,7,"DISPONIBLE"
2012,36,2012,4,"AGOTADO"
2013,37,2013,1,"DISPONIBLE"
2014,38,2014,6,"AGOTADO"
2015,1,2015,2,"DISPONIBLE"
2016,2,2016,7,"DISPONIBLE"
2017,3,2017,4,"AGOTADO"
2018,4,2018,1,"DISPONIBLE"
2019,5,2019,6,"AGOTADO"
2020,6,2020,2,"DISPONIBLE"
2021,7,2021,7,"DISPONIBLE"
2022,8,2022,4,"AGOTADO"
2023,9,2023,1,"DISPONIBLE"
2024,10,2024,6,"AGOTADO"
2025,11,2025,2,"DISPONIBLE"
2026,12,2026,7,"DISPONIBLE"
2027,13,2027,4,"AGOTADO"
2028,14,2028,1,"DISPONIBLE"
2029,15,2029,6,"AGOTADO"
2030,16,2030,2,"DISPONIBLE"
2031,17,2031,7,"DISPONIBLE"
2032,18,2032,4,"AGOTADO"
2033,19,2033,1,"DISPONIBLE"
2034,20,2034,6,"AGOTADO"
2035,21,2035,2,"DISPONIBLE"
2036,22,2036,7,"DISPONIBLE"
2037,23,2037,4,"AGOTADO"
2038,24,2038,1,"DISPONIBLE"
2039,25,2039,6,"AGOTADO"
2040,26,2040,2,"DISPONIBLE"
2041,27,2041,7,"DISPONIBLE"
2042,28,2042,4,"AGOTADO"
2043,29,2043,1,"DISPONIBLE"
2044,30,2044,6,"AGOTADO"
2045,31,2045,2,"DISPONIBLE"
2046,32,2046,7,"DISPONIBLE"
2047,33,2047,4,"AGOTADO"
2048,34,2048,1,"DISPONIBLE"
2049,35,2049,6,"AGOTADO"
2050,36,2050,2,"DISPONIBLE"
2051,37,2051,7,"DISPONIBLE"
2052,38,2052,4,"AGOTADO"
2053,1,2053,1,"DISPONIBLE"
2054,2,2054,6,"AGOTADO"
2055,3,2055,2,"DISPONIBLE"
2056,4,2056,7,"DISPONIBLE"
2057,5,2057,4,"AGOTADO"
2058,6,2058,1,"DISPONIBLE"
2059,7,2059,6,"AGOTADO"
2060,8,2060,2,"DISPONIBLE"
2061,9,2061,7,"DISPONIBLE"
2062,10,2062,4,"AGOTADO"
2063,11,2063,1,"DISPONIBLE"
2064,12,2064,6,"AGOTADO"
2065,13,2065,2,"DISPONIBLE"
2066,14,2066,7,"DISPONIBLE"
2067,15,2067,4,"AGOTADO"
2068,16,2068,1,"DISPONIBLE"
2069,17,2069,6,"AGOTADO"
2070,18,2070,2,"DISPONIBLE"
2071,19,2071,7,"DISPONIBLE"
2072,20,2072,4,"AGOTADO"
2073,21,2073,1,"DISPONIBLE"
2074,22,2074,6,"AGOTADO"
2075,23,2075,2,"DISPONIBLE"
2076,24,2076,7,"DISPONIBLE"
2077,25,2077,4,"AGOTADO"
2078,26,2078,1,"DISPONIBLE"
2079,27,2079,6,"AGOTADO"
2080,28,2080,2,"DISPONIBLE"
2081,29,2081,7,"DISPONIBLE"
2082,30,2082,4,"AGOTADO"
2083,31,2083,1,"DISPONIBLE"
2084,32,2084,6,"AGOTADO"
2085,33,2085,2,"DISPONIBLE"
2086,34,2086,7,"DISPONIBLE"
2087,35,2087,4,"AGOTADO"
2088,36,2088,1,"DISPONIBLE"
2089,37,2089,6,"AGOTADO"
2090,38,2090,2,"DISPONIBLE"
2091,1,2091,7,"DISPONIBLE"
2092,2,2092,4,"AGOTADO"
2093,3,2093,1,"DISPONIBLE"
2094,4,2094,6,"AGOTADO"
2095,5,2095,2,"DISPONIBLE"
2096,6,2096,7,"DISPONIBLE"
2097,7,2097,4,"AGOTADO"
2098,8,2098,1,"DISPONIBLE"
2099,9,2099,6,"AGOTADO"
2100,10,2100,2,"DISPONIBLE"
2101,11,2101,7,"DISPONIBLE"
2102,12,2102,4,"AGOTADO"
2103,13,2103,1,"DISPONIBLE"
2104,14,2104,6,"AGOTADO"
2105,15,2105,2,"DISPONIBLE"
2106,16,2106,7,"DISPONIBLE"
2107,17,2107,4,"AGOTADO"
2108,18,2108,1,"DISPONIBLE"
2109,19,2109,6,"AGOTADO"
2110,20,2110,2,"DISPONIBLE"
2111,21,2111,7,"DISPONIBLE"
2112,22,2112,4,"AGOTADO"
2113,23,2113,1,"DISPONIBLE"
2114,24,2114,6,"AGOTADO"
2115,25,2115,2,"DISPONIBLE"
2116,26,2116,7,"DISPONIBLE"
2117,27,2117,4,"AGOTADO"
2118,28,2118,1,"DISPONIBLE"
2119,29,2119,6,"AGOTADO"
2120,30,2120,2,"DISPONIBLE"
2121,31,2121,7,"DISPONIBLE"
2122,32,2122,4,"AGOTADO"
2123,33,2123,1,"DISPONIBLE"
2124,34,2124,6,"AGOTADO"
2125,35,2125,2,"DISPONIBLE"
2126,36,2126,7,"DISPONIBLE"
2127,37,2127,4,"AGOTADO"
2128,38,2128,1,"DISPONIBLE"
2129,1,2129,6,"AGOTADO"
2130,2,2130,2,"DISPONIBLE"
2131,3,2131,7,"DISPONIBLE"
2132,4,2132,4,"AGOTADO"
2133,5,2133,1,"DISPONIBLE"
2134,6,2134,6,"AGOTADO"
2135,7,2135,2,"DISPONIBLE"
2136,8,2136,7,"DISPONIBLE"
2137,9,2137,4,"AGOTADO"
2138,10,2138,1,"DISPONIBLE"
2139,11,2139,6,"AGOTADO"
2140,12,2140,2,"DISPONIBLE"
2141,13,2141,7,"DISPONIBLE"
2142,14,2142,4,"AGOTADO"
2143,15,2143,1,"DISPONIBLE"
2144,16,2144,6,"AGOTADO"
2145,17,2145,2,"DISPONIBLE"
2146,18,2146,7,"DISPONIBLE"
2147,19,2147,4,"AGOTADO"
2148,20,2148,1,"DISPONIBLE"
2149,21,2149,6,"AGOTADO"
2150,22,2150,2,"DISPONIBLE"
2151,23,2151,7,"DISPONIBLE"
2152,24,2152,4,"AGOTADO"
2153,25,2153,1,"DISPONIBLE"
2154,26,2154,6,"AGOTADO"
2155,27,2155,2,"DISPONIBLE"
2156,28,2156,7,"DISPONIBLE"
2157,29,2157,4,"AGOTADO"
2158,30,2158,1,"DISPONIBLE"
2159,31,2159,6,"AGOTADO"
2160,32,2160,2,"DISPONIBLE"
2161,33,2161,7,"DISPONIBLE"
2162,34,2162,4,"AGOTADO"
2163,35,2163,1,"DISPONIBLE"
2164,36,2164,6,"AGOTADO"
2165,37,2165,2,"DISPONIBLE"
2166,38,2166,7,"DISPONIBLE"
2167,1,2167,4,"AGOTADO"
