"IDCARRITO","IDPRODUCTO","ESTADOCOMPRA","CANTIDAD"
2221,7,"cancelado",7
2222,4,"pendiente",4
2223,1,"cancelado",1
2224,6,"pendiente",6
2225,2,"cancelado",2
2226,7,"cancelado",7
2227,4,"pendiente",4
2228,1,"cancelado",1
2229,6,"pendiente",6
2230,2,"cancelado",2
2231,7,"cancelado",7
2232,4,"pendiente",4
2233,1,"cancelado",1
2234,6,"pendiente",6
2235,2,"cancelado",2
2236,7,"cancelado",7
2237,4,"pendiente",4
2238,1,"cancelado",1
2239,6,"pendiente",6
2240,2,"cancelado",2
2241,7,"cancelado",7
2242,4,"pendiente",4
2243,1,"cancelado",1
2244,6,"pendiente",6
2245,2,"cancelado",2
2246,7,"cancelado",7
2247,4,"pendiente",4
2248,1,"cancelado",1
2249,6,"pendiente",6
2250,2,"cancelado",2
2251,7,"cancelado",7
2252,4,"pendiente",4
2253,1,"cancelado",1
2254,6,"pendiente",6
2255,2,"cancelado",2
2256,7,"cancelado",7
2257,4,"pendiente",4
2258,1,"cancelado",1
2259,6,"pendiente",6
2260,2,"cancelado",2
2261,7,"cancelado",7
2262,4,"pendiente",4
2263,1,"cancelado",1
2264,6,"pendiente",6
2265,2,"cancelado",2
2266,7,"cancelado",7
2267,4,"pendiente",4
2268,1,"cancelado",1
2269,6,"pendiente",6
2270,2,"cancelado",2
2271,7,"cancelado",7
2272,4,"pendiente",4
2273,1,"cancelado",1
2274,6,"pendiente",6
2275,2,"cancelado",2
2276,7,"cancelado",7
2277,4,"pendiente",4
2278,1,"cancelado",1
2279,6,"pendiente",6
2280,2,"cancelado",2
2281,7,"cancelado",7
2282,4,"pendiente",4
2283,1,"cancelado",1
2284,6,"pendiente",6
2285,2,"cancelado",2
2286,7,"cancelado",7
2287,4,"pendiente",4
2288,1,"cancelado",1
2289,6,"pendiente",6
2290,2,"cancelado",2
2291,7,"cancelado",7
2292,4,"pendiente",4
2293,1,"cancelado",1
2294,6,"pendiente",6
2295,2,"cancelado",2
2296,7,"cancelado",7
2297,4,"pendiente",4
2298,1,"cancelado",1
2299,6,"pendiente",6
2300,2,"cancelado",2
2301,7,"cancelado",7
2302,4,"pendiente",4
2303,1,"cancelado",1
2304,6,"pendiente",6
2305,2,"cancelado",2
2306,7,"cancelado",7
2307,4,"pendiente",4
2308,1,"cancelado",1
2309,6,"pendiente",6
2310,2,"cancelado",2
2311,7,"cancelado",7
2312,4,"pendiente",4
2313,1,"cancelado",1
2314,6,"pendiente",6
2315,2,"cancelado",2
2316,7,"cancelado",7
2317,4,"pendiente",4
2318,1,"cancelado",1
2319,6,"pendiente",6
2320,2,"cancelado",2
2321,7,"cancelado",7
2322,4,"pendiente",4
2323,1,"cancelado",1
2324,6,"pendiente",6
2325,2,"cancelado",2
2326,7,"cancelado",7
2327,4,"pendiente",4
2328,1,"cancelado",1
2329,6,"pendiente",6
2330,2,"cancelado",2
2331,7,"cancelado",7
2332,4,"pendiente",4
2333,1,"cancelado",1
2334,6,"pendiente",6
2335,2,"cancelado",2
2336,7,"cancelado",7
2337,4,"pendiente",4
2338,1,"cancelado",1
2339,6,"pendiente",6
2340,2,"cancelado",2
2341,7,"cancelado",7
2342,4,"pendiente",4
2343,1,"cancelado",1
2344,6,"pendiente",6
2345,2,"cancelado",2
2346,7,"cancelado",7
2347,4,"pendiente",4
2348,1,"cancelado",1
2349,6,"pendiente",6
2350,2,"cancelado",2
2351,7,"cancelado",7
2352,4,"pendiente",4
2353,1,"cancelado",1
2354,6,"pendiente",6
2355,2,"cancelado",2
2356,7,"cancelado",7
2357,4,"pendiente",4
2358,1,"cancelado",1
2359,6,"pendiente",6
2360,2,"cancelado",2
2361,7,"cancelado",7
2362,4,"pendiente",4
2363,1,"cancelado",1
2364,6,"pendiente",6
2365,2,"cancelado",2
2366,7,"cancelado",7
2367,4,"pendiente",4
2368,1,"cancelado",1
2369,6,"pendiente",6
2370,2,"cancelado",2
2371,7,"cancelado",7
2372,4,"pendiente",4
2373,1,"cancelado",1
2374,6,"pendiente",6
2375,2,"cancelado",2
2376,7,"cancelado",7
2377,4,"pendiente",4
2378,1,"cancelado",1
2379,6,"pendiente",6
2380,2,"cancelado",2
2381,7,"cancelado",7
2382,4,"pendiente",4
2383,1,"cancelado",1
2384,6,"pendiente",6
2385,2,"cancelado",2
2386,7,"cancelado",7
2387,4,"pendiente",4
2388,1,"cancelado",1
2389,6,"pendiente",6
2390,2,"cancelado",2
2391,7,"cancelado",7
2392,4,"pendiente",4
2393,1,"cancelado",1
2394,6,"pendiente",6
2395,2,"cancelado",2
2396,7,"cancelado",7
2397,4,"pendiente",4
2398,1,"cancelado",1
2399,6,"pendiente",6
2400,2,"cancelado",2
2401,7,"cancelado",7
2402,4,"pendiente",4
2403,1,"cancelado",1
2404,6,"pendiente",6
2405,2,"cancelado",2
2406,7,"cancelado",7
2407,4,"pendiente",4
2408,1,"cancelado",1
2409,6,"pendiente",6
2410,2,"cancelado",2
2411,7,"cancelado",7
2412,4,"pendiente",4
2413,1,"cancelado",1
2414,6,"pendiente",6
2415,2,"cancelado",2
2416,7,"cancelado",7
2417,4,"pendiente",4
2418,1,"cancelado",1
2419,6,"pendiente",6
2420,2,"cancelado",2
2421,7,"cancelado",7
2422,4,"pendiente",4
2423,1,"cancelado",1
2424,6,"pendiente",6
2425,2,"cancelado",2
2426,7,"cancelado",7
2427,4,"pendiente",4
2428,1,"cancelado",1
2429,6,"pendiente",6
2430,2,"cancelado",2
2431,7,"cancelado",7
2432,4,"pendiente",4
2433,1,"cancelado",1
2434,6,"pendiente",6
2435,2,"cancelado",2
2436,7,"cancelado",7
2437,4,"pendiente",4
2438,1,"cancelado",1
2439,6,"pendiente",6
2440,2,"cancelado",2
2441,7,"cancelado",7
2442,4,"pendiente",4
2443,1,"cancelado",1
2444,6,"pendiente",6
2445,2,"cancelado",2
2446,7,"cancelado",7
2447,4,"pendiente",4
2448,1,"cancelado",1
2449,6,"pendiente",6
2450,2,"cancelado",2
2451,7,"cancelado",7
2452,4,"pendiente",4
2453,1,"cancelado",1
2454,6,"pendiente",6
2455,2,"cancelado",2
2456,7,"cancelado",7
2457,4,"pendiente",4
2458,1,"cancelado",1
2459,6,"pendiente",6
2460,2,"cancelado",2
2461,7,"cancelado",7
2462,4,"pendiente",4
2463,1,"cancelado",1
2464,6,"pendiente",6
2465,2,"cancelado",2
2466,7,"cancelado",7
2467,4,"pendiente",4
2468,1,"cancelado",1
2469,6,"pendiente",6
2470,2,"cancelado",2
2471,7,"cancelado",7
2472,4,"pendiente",4
2473,1,"cancelado",1
2474,6,"pendiente",6
2475,2,"cancelado",2
2476,7,"cancelado",7
2477,4,"pendiente",4
2478,1,"cancelado",1
2479,6,"pendiente",6
2480,2,"cancelado",2
2481,7,"cancelado",7
2482,4,"pendiente",4
2483,1,"cancelado",1
2484,6,"pendiente",6
2485,2,"cancelado",2
2486,7,"cancelado",7
2487,4,"pendiente",4
2488,1,"cancelado",1
2489,6,"pendiente",6
2490,2,"cancelado",2
2491,7,"cancelado",7
2492,4,"pendiente",4
2493,1,"cancelado",1
2494,6,"pendiente",6
2495,2,"cancelado",2
2496,7,"cancelado",7
2497,4,"pendiente",4
2498,1,"cancelado",1
2499,6,"pendiente",6
2500,2,"cancelado",2
2501,7,"cancelado",7
2502,4,"pendiente",4
2503,1,"cancelado",1
2504,6,"pendiente",6
2505,2,"cancelado",2
2506,7,"cancelado",7
2507,4,"pendiente",4
2508,1,"cancelado",1
2509,6,"pendiente",6
2510,2,"cancelado",2
2511,7,"cancelado",7
2512,4,"pendiente",4
2513,1,"cancelado",1
2514,6,"pendiente",6
2515,2,"cancelado",2
2516,7,"cancelado",7
2517,4,"pendiente",4
2518,1,"cancelado",1
2519,6,"pendiente",6
2520,2,"cancelado",2
2521,7,"cancelado",7
2522,4,"pendiente",4
2523,1,"cancelado",1
2524,6,"pendiente",6
2525,2,"cancelado",2
2526,7,"cancelado",7
2527,4,"pendiente",4
2528,1,"cancelado",1
2529,6,"pendiente",6
2530,2,"cancelado",2
2531,7,"cancelado",7
2532,4,"pendiente",4
2533,1,"cancelado",1
2534,6,"pendiente",6
2535,2,"cancelado",2
2536,7,"cancelado",7
2537,4,"pendiente",4
2538,1,"cancelado",1
2539,6,"pendiente",6
2540,2,"cancelado",2
2541,7,"cancelado",7
2542,4,"pendiente",4
2543,1,"cancelado",1
2544,6,"pendiente",6
2545,2,"cancelado",2
2546,7,"cancelado",7
2547,4,"pendiente",4
2548,1,"cancelado",1
2549,6,"pendiente",6
2550,2,"cancelado",2
2551,7,"cancelado",7
2552,4,"pendiente",4
2553,1,"cancelado",1
2554,6,"pendiente",6
2555,2,"cancelado",2
2556,7,"cancelado",7
2557,4,"pendiente",4
2558,1,"cancelado",1
2559,6,"pendiente",6
2560,2,"cancelado",2
2561,7,"cancelado",7
2562,4,"pendiente",4
2563,1,"cancelado",1
2564,6,"pendiente",6
2565,2,"cancelado",2
2566,7,"cancelado",7
2567,4,"pendiente",4
2568,1,"cancelado",1
2569,6,"pendiente",6
2570,2,"cancelado",2
2571,7,"cancelado",7
2572,4,"pendiente",4
2573,1,"cancelado",1
2574,6,"pendiente",6
2575,2,"cancelado",2
2576,7,"cancelado",7
2577,4,"pendiente",4
2578,1,"cancelado",1
2579,6,"pendiente",6
2580,2,"cancelado",2
2581,7,"cancelado",7
2582,4,"pendiente",4
2583,1,"cancelado",1
2584,6,"pendiente",6
2585,2,"cancelado",2
2586,7,"cancelado",7
2587,4,"pendiente",4
2588,1,"cancelado",1
2589,6,"pendiente",6
2590,2,"cancelado",2
2591,7,"cancelado",7
2592,4,"pendiente",4
2593,1,"cancelado",1
2594,6,"pendiente",6
2595,2,"cancelado",2
2596,7,"cancelado",7
2597,4,"pendiente",4
2598,1,"cancelado",1
2599,6,"pendiente",6
2600,2,"cancelado",2
2601,7,"cancelado",7
2602,4,"pendiente",4
2603,1,"cancelado",1
2604,6,"pendiente",6
2605,2,"cancelado",2
2606,7,"cancelado",7
2607,4,"pendiente",4
2608,1,"cancelado",1
2609,6,"pendiente",6
2610,2,"cancelado",2
2611,7,"cancelado",7
2612,4,"pendiente",4
2613,1,"cancelado",1
2614,6,"pendiente",6
2615,2,"cancelado",2
2616,7,"cancelado",7
2617,4,"pendiente",4
2618,1,"cancelado",1
2619,6,"pendiente",6
2620,2,"cancelado",2
2621,7,"cancelado",7
2622,4,"pendiente",4
2623,1,"cancelado",1
2624,6,"pendiente",6
2625,2,"cancelado",2
2626,7,"cancelado",7
2627,4,"pendiente",4
2628,1,"cancelado",1
2629,6,"pendiente",6
2630,2,"cancelado",2
2631,7,"cancelado",7
2632,4,"pendiente",4
2633,1,"cancelado",1
2634,6,"pendiente",6
2635,2,"cancelado",2
2636,7,"cancelado",7
2637,4,"pendiente",4
2638,1,"cancelado",1
2639,6,"pendiente",6
2640,2,"cancelado",2
2641,7,"cancelado",7
2642,4,"pendiente",4
2643,1,"cancelado",1
2644,6,"pendiente",6
2645,2,"cancelado",2
2646,7,"cancelado",7
2647,4,"pendiente",4
2648,1,"cancelado",1
2649,6,"pendiente",6
2650,2,"cancelado",2
2651,7,"cancelado",7
2652,4,"pendiente",4
2653,1,"cancelado",1
2654,6,"pendiente",6
2655,2,"cancelado",2
2656,7,"cancelado",7
2657,4,"pendiente",4
2658,1,"cancelado",1
2659,6,"pendiente",6
2660,2,"cancelado",2
2661,7,"cancelado",7
2662,4,"pendiente",4
2663,1,"cancelado",1
2664,6,"pendiente",6
2665,2,"cancelado",2
2666,7,"cancelado",7
2667,4,"pendiente",4
2668,1,"cancelado",1
2669,6,"pendiente",6
2670,2,"cancelado",2
2671,7,"cancelado",7
2672,4,"pendiente",4
2673,1,"cancelado",1
2674,6,"pendiente",6
2675,2,"cancelado",2
2676,7,"cancelado",7
2677,4,"pendiente",4
2678,1,"cancelado",1
2679,6,"pendiente",6
2680,2,"cancelado",2
2681,7,"cancelado",7
2682,4,"pendiente",4
2683,1,"cancelado",1
2684,6,"pendiente",6
2685,2,"cancelado",2
2686,7,"cancelado",7
2687,4,"pendiente",4
2688,1,"cancelado",1
2689,6,"pendiente",6
2690,2,"cancelado",2
2691,7,"cancelado",7
2692,4,"pendiente",4
2693,1,"cancelado",1
2694,6,"pendiente",6
2695,2,"cancelado",2
2696,7,"cancelado",7
2697,4,"pendiente",4
2698,1,"cancelado",1
2699,6,"pendiente",6
2700,2,"cancelado",2
2701,7,"cancelado",7
2702,4,"pendiente",4
2703,1,"cancelado",1
2704,6,"pendiente",6
2705,2,"cancelado",2
2706,7,"cancelado",7
2707,4,"pendiente",4
2708,1,"cancelado",1
2709,6,"pendiente",6
2710,2,"cancelado",2
2711,7,"cancelado",7
2712,4,"pendiente",4
2713,1,"cancelado",1
2714,6,"pendiente",6
2715,2,"cancelado",2
2716,7,"cancelado",7
2717,4,"pendiente",4
2718,1,"cancelado",1
2719,6,"pendiente",6
2720,2,"cancelado",2
2721,7,"cancelado",7
2722,4,"pendiente",4
2723,1,"cancelado",1
2724,6,"pendiente",6
2725,2,"cancelado",2
2726,7,"cancelado",7
2727,4,"pendiente",4
2728,1,"cancelado",1
2729,6,"pendiente",6
2730,2,"cancelado",2
2731,7,"cancelado",7
2732,4,"pendiente",4
2733,1,"cancelado",1
2734,6,"pendiente",6
2735,2,"cancelado",2
2736,7,"cancelado",7
2737,4,"pendiente",4
2738,1,"cancelado",1
2739,6,"pendiente",6
2740,2,"cancelado",2
2741,7,"cancelado",7
2742,4,"pendiente",4
2743,1,"cancelado",1
2744,6,"pendiente",6
2745,2,"cancelado",2
2746,7,"cancelado",7
2747,4,"pendiente",4
2748,1,"cancelado",1
2749,6,"pendiente",6
2750,2,"cancelado",2
2751,7,"cancelado",7
2752,4,"pendiente",4
2753,1,"cancelado",1
2754,6,"pendiente",6
2755,2,"cancelado",2
2756,7,"cancelado",7
2757,4,"pendiente",4
2758,1,"cancelado",1
2759,6,"pendiente",6
2760,2,"cancelado",2
2761,7,"cancelado",7
2762,4,"pendiente",4
2763,1,"cancelado",1
2764,6,"pendiente",6
2765,2,"cancelado",2
2766,7,"cancelado",7
2767,4,"pendiente",4
2768,1,"cancelado",1
2769,6,"pendiente",6
2770,2,"cancelado",2
2771,7,"cancelado",7
2772,4,"pendiente",4
2773,1,"cancelado",1
2774,6,"pendiente",6
2775,2,"cancelado",2
2776,7,"cancelado",7
2777,4,"pendiente",4
2778,1,"cancelado",1
2779,6,"pendiente",6
2780,2,"cancelado",2
2781,7,"cancelado",7
2782,4,"pendiente",4
2783,1,"cancelado",1
2784,6,"pendiente",6
2785,2,"cancelado",2
2786,7,"cancelado",7
2787,4,"pendiente",4
2788,1,"cancelado",1
2789,6,"pendiente",6
2790,2,"cancelado",2
2791,7,"cancelado",7
2792,4,"pendiente",4
2793,1,"cancelado",1
2794,6,"pendiente",6
2795,2,"cancelado",2
2796,7,"cancelado",7
2797,4,"pendiente",4
2798,1,"cancelado",1
2799,6,"pendiente",6
2800,2,"cancelado",2
2801,7,"cancelado",7
2802,4,"pendiente",4
2803,1,"cancelado",1
2804,6,"pendiente",6
2805,2,"cancelado",2
2806,7,"cancelado",7
2807,4,"pendiente",4
2808,1,"cancelado",1
2809,6,"pendiente",6
2810,2,"cancelado",2
2811,7,"cancelado",7
2812,4,"pendiente",4
2813,1,"cancelado",1
2814,6,"pendiente",6
2815,2,"cancelado",2
2816,7,"cancelado",7
2817,4,"pendiente",4
2818,1,"cancelado",1
2819,6,"pendiente",6
2820,2,"cancelado",2
2821,7,"cancelado",7
2822,4,"pendiente",4
2823,1,"cancelado",1
2824,6,"pendiente",6
2825,2,"cancelado",2
2826,2,"cancelado",2
2827,7,"pendiente",7
2828,4,"cancelado",4
2829,1,"pendiente",1
2830,6,"cancelado",6
2831,2,"cancelado",2
2832,7,"pendiente",7
2833,4,"cancelado",4
2834,1,"pendiente",1
2835,6,"cancelado",6
2836,2,"cancelado",2
2837,7,"pendiente",7
2838,4,"cancelado",4
2839,1,"pendiente",1
2840,6,"cancelado",6
2841,2,"cancelado",2
2842,7,"pendiente",7
2843,4,"cancelado",4
2844,1,"pendiente",1
2845,6,"cancelado",6
2846,2,"cancelado",2
2847,7,"pendiente",7
2848,4,"cancelado",4
2849,1,"pendiente",1
2850,6,"cancelado",6
2851,2,"cancelado",2
2852,7,"pendiente",7
2853,4,"cancelado",4
2854,1,"pendiente",1
2855,6,"cancelado",6
2856,2,"cancelado",2
2857,7,"pendiente",7
2858,4,"cancelado",4
2859,1,"pendiente",1
2860,6,"cancelado",6
2861,2,"cancelado",2
2862,7,"pendiente",7
2863,4,"cancelado",4
2864,1,"pendiente",1
2865,6,"cancelado",6
2866,2,"cancelado",2
2867,7,"pendiente",7
2868,4,"cancelado",4
2869,1,"pendiente",1
2870,6,"cancelado",6
2871,2,"cancelado",2
2872,7,"pendiente",7
2873,4,"cancelado",4
2874,1,"pendiente",1
2875,6,"cancelado",6
2876,2,"cancelado",2
2877,7,"pendiente",7
2878,4,"cancelado",4
2879,1,"pendiente",1
2880,6,"cancelado",6
2881,2,"cancelado",2
2882,7,"pendiente",7
2883,4,"cancelado",4
2884,1,"pendiente",1
2885,6,"cancelado",6
2886,2,"cancelado",2
2887,7,"pendiente",7
2888,4,"cancelado",4
2889,1,"pendiente",1
2890,6,"cancelado",6
2891,2,"cancelado",2
2892,7,"pendiente",7
2893,4,"cancelado",4
2894,1,"pendiente",1
2895,6,"cancelado",6
2896,2,"cancelado",2
2897,7,"pendiente",7
2898,4,"cancelado",4
2899,1,"pendiente",1
2900,6,"cancelado",6
2901,2,"cancelado",2
2902,7,"pendiente",7
2903,4,"cancelado",4
2904,1,"pendiente",1
2905,6,"cancelado",6
2906,2,"cancelado",2
2907,7,"pendiente",7
2908,4,"cancelado",4
2909,1,"pendiente",1
2910,6,"cancelado",6
2911,2,"cancelado",2
2912,7,"pendiente",7
2913,4,"cancelado",4
2914,1,"pendiente",1
2915,6,"cancelado",6
2916,2,"cancelado",2
2917,7,"pendiente",7
2918,4,"cancelado",4
2919,1,"pendiente",1
2920,6,"cancelado",6
2921,2,"cancelado",2
2922,7,"pendiente",7
2923,4,"cancelado",4
2924,1,"pendiente",1
2925,6,"cancelado",6
2926,2,"cancelado",2
2927,7,"pendiente",7
2928,4,"cancelado",4
2929,1,"pendiente",1
2930,6,"cancelado",6
2931,2,"cancelado",2
2932,7,"pendiente",7
2933,4,"cancelado",4
2934,1,"pendiente",1
2935,6,"cancelado",6
2936,2,"cancelado",2
2937,7,"pendiente",7
2938,4,"cancelado",4
2939,1,"pendiente",1
2940,6,"cancelado",6
2941,2,"cancelado",2
2942,7,"pendiente",7
2943,4,"cancelado",4
2944,1,"pendiente",1
2945,6,"cancelado",6
2946,2,"cancelado",2
2947,7,"pendiente",7
2948,4,"cancelado",4
2949,1,"pendiente",1
2950,6,"cancelado",6
2951,2,"cancelado",2
2952,7,"pendiente",7
2953,4,"cancelado",4
2954,1,"pendiente",1
2955,6,"cancelado",6
2956,2,"cancelado",2
2957,7,"pendiente",7
2958,4,"cancelado",4
2959,1,"pendiente",1
2960,6,"cancelado",6
2961,2,"cancelado",2
2962,7,"pendiente",7
2963,4,"cancelado",4
2964,1,"pendiente",1
2965,6,"cancelado",6
2966,2,"cancelado",2
2967,7,"pendiente",7
2968,4,"cancelado",4
2969,1,"pendiente",1
2970,6,"cancelado",6
2971,2,"cancelado",2
2972,7,"pendiente",7
2973,4,"cancelado",4
2974,1,"pendiente",1
2975,6,"cancelado",6
2976,2,"cancelado",2
2977,7,"pendiente",7
2978,4,"cancelado",4
2979,1,"pendiente",1
2980,6,"cancelado",6
2981,2,"cancelado",2
2982,7,"pendiente",7
2983,4,"cancelado",4
2984,1,"pendiente",1
2985,6,"cancelado",6
2986,2,"cancelado",2
2987,7,"pendiente",7
2988,4,"cancelado",4
2989,1,"pendiente",1
2990,6,"cancelado",6
2991,2,"cancelado",2
2992,7,"pendiente",7
2993,4,"cancelado",4
2994,1,"pendiente",1
2995,6,"cancelado",6
2996,2,"cancelado",2
2997,7,"pendiente",7
2998,4,"cancelado",4
2999,1,"pendiente",1
3000,6,"cancelado",6
3001,2,"cancelado",2
3002,7,"pendiente",7
3003,4,"cancelado",4
3004,1,"pendiente",1
3005,6,"cancelado",6
3006,2,"cancelado",2
3007,7,"pendiente",7
3008,4,"cancelado",4
3009,1,"pendiente",1
3010,6,"cancelado",6
3011,2,"cancelado",2
3012,7,"pendiente",7
3013,4,"cancelado",4
3014,1,"pendiente",1
3015,6,"cancelado",6
3016,2,"cancelado",2
3017,7,"pendiente",7
3018,4,"cancelado",4
3019,1,"pendiente",1
3020,6,"cancelado",6
3021,2,"cancelado",2
3022,7,"pendiente",7
3023,4,"cancelado",4
3024,1,"pendiente",1
3025,6,"cancelado",6
3026,2,"cancelado",2
3027,7,"pendiente",7
3028,4,"cancelado",4
3029,1,"pendiente",1
3030,6,"cancelado",6
3031,2,"cancelado",2
3032,7,"pendiente",7
3033,4,"cancelado",4
3034,1,"pendiente",1
3035,6,"cancelado",6
3036,2,"cancelado",2
3037,7,"pendiente",7
3038,4,"cancelado",4
3039,1,"pendiente",1
3040,6,"cancelado",6
3041,2,"cancelado",2
3042,7,"pendiente",7
3043,4,"cancelado",4
3044,1,"pendiente",1
3045,6,"cancelado",6
3046,2,"cancelado",2
3047,7,"pendiente",7
3048,4,"cancelado",4
3049,1,"pendiente",1
3050,6,"cancelado",6
3051,2,"cancelado",2
3052,7,"pendiente",7
3053,4,"cancelado",4
3054,1,"pendiente",1
3055,6,"cancelado",6
3056,2,"cancelado",2
3057,7,"pendiente",7
3058,4,"cancelado",4
3059,1,"pendiente",1
3060,6,"cancelado",6
3061,2,"cancelado",2
3062,7,"pendiente",7
3063,4,"cancelado",4
3064,1,"pendiente",1
3065,6,"cancelado",6
3066,2,"cancelado",2
3067,7,"pendiente",7
3068,4,"cancelado",4
3069,1,"pendiente",1
3070,6,"cancelado",6
3071,2,"cancelado",2
3072,7,"pendiente",7
3073,4,"cancelado",4
3074,1,"pendiente",1
3075,6,"cancelado",6
3076,2,"cancelado",2
3077,7,"pendiente",7
3078,4,"cancelado",4
3079,1,"pendiente",1
3080,6,"cancelado",6
3081,2,"cancelado",2
3082,7,"pendiente",7
3083,4,"cancelado",4
3084,1,"pendiente",1
3085,6,"cancelado",6
3086,2,"cancelado",2
3087,7,"pendiente",7
3088,4,"cancelado",4
3089,1,"pendiente",1
3090,6,"cancelado",6
3091,2,"cancelado",2
3092,7,"pendiente",7
3093,4,"cancelado",4
3094,1,"pendiente",1
3095,6,"cancelado",6
3096,2,"cancelado",2
3097,7,"pendiente",7
3098,4,"cancelado",4
3099,1,"pendiente",1
3100,6,"cancelado",6
3101,2,"cancelado",2
3102,7,"pendiente",7
3103,4,"cancelado",4
3104,1,"pendiente",1
3105,6,"cancelado",6
3106,2,"cancelado",2
3107,7,"pendiente",7
3108,4,"cancelado",4
3109,1,"pendiente",1
3110,6,"cancelado",6
3111,2,"cancelado",2
3112,7,"pendiente",7
3113,4,"cancelado",4
3114,1,"pendiente",1
3115,6,"cancelado",6
3116,2,"cancelado",2
3117,7,"pendiente",7
3118,4,"cancelado",4
3119,1,"pendiente",1
3120,6,"cancelado",6
3121,2,"cancelado",2
3122,7,"pendiente",7
3123,4,"cancelado",4
3124,1,"pendiente",1
3125,6,"cancelado",6
3126,2,"cancelado",2
3127,7,"pendiente",7
3128,4,"cancelado",4
3129,1,"pendiente",1
3130,6,"cancelado",6
3131,2,"cancelado",2
3132,7,"pendiente",7
3133,4,"cancelado",4
3134,1,"pendiente",1
3135,6,"cancelado",6
3136,2,"cancelado",2
3137,7,"pendiente",7
3138,4,"cancelado",4
3139,1,"pendiente",1
3140,6,"cancelado",6
3141,2,"cancelado",2
3142,7,"pendiente",7
3143,4,"cancelado",4
3144,1,"pendiente",1
3145,6,"cancelado",6
3146,2,"cancelado",2
3147,7,"pendiente",7
3148,4,"cancelado",4
3149,1,"pendiente",1
3150,6,"cancelado",6
3151,2,"cancelado",2
3152,7,"pendiente",7
3153,4,"cancelado",4
3154,1,"pendiente",1
3155,6,"cancelado",6
3156,2,"cancelado",2
3157,7,"pendiente",7
3158,4,"cancelado",4
3159,1,"pendiente",1
3160,6,"cancelado",6
3161,2,"cancelado",2
3162,7,"pendiente",7
3163,4,"cancelado",4
3164,1,"pendiente",1
3165,6,"cancelado",6
3166,2,"cancelado",2
3167,7,"pendiente",7
3168,4,"cancelado",4
3169,1,"pendiente",1
3170,6,"cancelado",6
3171,2,"cancelado",2
3172,7,"pendiente",7
3173,4,"cancelado",4
3174,1,"pendiente",1
3175,6,"cancelado",6
3176,2,"cancelado",2
3177,7,"pendiente",7
3178,4,"cancelado",4
3179,1,"pendiente",1
3180,6,"cancelado",6
3181,2,"cancelado",2
3182,7,"pendiente",7
3183,4,"cancelado",4
3184,1,"pendiente",1
3185,6,"cancelado",6
3186,2,"cancelado",2
3187,7,"pendiente",7
3188,4,"cancelado",4
3189,1,"pendiente",1
3190,6,"cancelado",6
3191,2,"cancelado",2
3192,7,"pendiente",7
3193,4,"cancelado",4
3194,1,"pendiente",1
3195,6,"cancelado",6
3196,2,"cancelado",2
3197,7,"pendiente",7
3198,4,"cancelado",4
3199,1,"pendiente",1
3200,6,"cancelado",6
3201,2,"cancelado",2
3202,7,"pendiente",7
3203,4,"cancelado",4
3204,1,"pendiente",1
3205,6,"cancelado",6
3206,2,"cancelado",2
3207,7,"pendiente",7
3208,4,"cancelado",4
3209,1,"pendiente",1
3210,6,"cancelado",6
3211,2,"cancelado",2
3212,7,"pendiente",7
3213,4,"cancelado",4
3214,1,"pendiente",1
3215,6,"cancelado",6
3216,2,"cancelado",2
3217,7,"pendiente",7
3218,4,"cancelado",4
3219,1,"pendiente",1
3220,6,"cancelado",6
3221,2,"cancelado",2
3222,7,"pendiente",7
3223,4,"cancelado",4
3224,1,"pendiente",1
3225,6,"cancelado",6
3226,2,"cancelado",2
3227,7,"pendiente",7
3228,4,"cancelado",4
3229,1,"pendiente",1
3230,6,"cancelado",6
3231,2,"cancelado",2
3232,7,"pendiente",7
3233,4,"cancelado",4
3234,1,"pendiente",1
3235,6,"cancelado",6
3236,2,"cancelado",2
3237,7,"pendiente",7
3238,4,"cancelado",4
3239,1,"pendiente",1
3240,6,"cancelado",6
3241,2,"cancelado",2
3242,7,"pendiente",7
3243,4,"cancelado",4
3244,1,"pendiente",1
3245,6,"cancelado",6
3246,2,"cancelado",2
3247,7,"pendiente",7
3248,4,"cancelado",4
3249,1,"pendiente",1
3250,6,"cancelado",6
3251,2,"cancelado",2
3252,7,"pendiente",7
3253,4,"cancelado",4
3254,1,"pendiente",1
3255,6,"cancelado",6
3256,2,"cancelado",2
3257,7,"pendiente",7
3258,4,"cancelado",4
3259,1,"pendiente",1
3260,6,"cancelado",6
3261,2,"cancelado",2
3262,7,"pendiente",7
3263,4,"cancelado",4
3264,1,"pendiente",1
3265,6,"cancelado",6
3266,2,"cancelado",2
3267,7,"pendiente",7
3268,4,"cancelado",4
3269,1,"pendiente",1
3270,6,"cancelado",6
3271,2,"cancelado",2
3272,7,"pendiente",7
3273,4,"cancelado",4
3274,1,"pendiente",1
3275,6,"cancelado",6
3276,2,"cancelado",2
3277,7,"pendiente",7
3278,4,"cancelado",4
3279,1,"pendiente",1
3280,6,"cancelado",6
3281,2,"cancelado",2
3282,7,"pendiente",7
3283,4,"cancelado",4
3284,1,"pendiente",1
3285,6,"cancelado",6
3286,2,"cancelado",2
3287,7,"pendiente",7
3288,4,"cancelado",4
3289,1,"pendiente",1
3290,6,"cancelado",6
3291,2,"cancelado",2
3292,7,"pendiente",7
3293,4,"cancelado",4
